"date is the CalLite-CV date column, the next column with the name of a CalLite-CV element is the LocalInflow node, cs_date is for my reference to avoid screwing up the 10/2014=10/1925 matching and it sounds like you can use it for something too, and the CalSim II records corresponding to the local inflows to the CalLite-CV element are listed afterward (I've got them in cfs now, to match the CalLite-CV data). 'matches for other csvs.csv' contains the mappings between the DSM streams and CalSim II elements, as a one-stop summary for which DSM streams are showing up in which specific .csvs like this one. I renamed the CalSim II elements that map to DSM streams in this csv; everything that still has a CalSim II name is one of the elements that contributes to the total (the denominator) but is NOT a DSM stream. EXAMPLE CALCULATION: For 10/2014, Cow Creek has 27.1 cfs, the total of all inflows sum(D3:I3)=405.8, and 27.1/405.8=0.066668, the fraction of total CalSim II inflow in Cow Creek. Applying that fraction to the CalLite-CV RedBluff LocalInflow number we get Cow Creek DSM flow = 0.066668*259.7=17.31 cfs.",,,,,,,,,,
date,RedBluff,cs_date,Cow Creek,Cottonwood Creek,Battle Creek,Paynes Creek,I109,I112,,
10/1/2079 0:00,120.2,31Oct1990,28.7,97,186.4,6.2,8,0.04,,
11/1/2079 0:00,418.2,30Nov1990,74.7,51,232.3,12.6,134,1.98,,
12/1/2079 0:00,433.1,31Dec1990,72.5,49,225.7,26.8,81,1.64,,
1/1/2080 0:00,519.6,31Jan1991,76.9,57,222.7,23.4,57,3.96,,
2/1/2080 0:00,772.7,28Feb1991,153.7,127,260.0,26.8,342,5.7,,
3/1/2080 0:00,2920,31Mar1991,1135.9,1587,515.0,64.7,2436,101.33,,
4/1/2080 0:00,1807,30Apr1991,242.1,744,393.8,37.4,229,38.06,,
5/1/2080 0:00,907.7,31May1991,167.6,364,335.7,8.0,31,5.04,,
6/1/2080 0:00,254.4,30Jun1991,41.7,116,289.7,2.4,0,0.69,,
7/1/2080 0:00,77.38,31Jul1991,7.9,53,213.4,0.5,0,0.05,,
8/1/2080 0:00,58.36,31Aug1991,2.8,43,177.7,0.2,0,0,,
9/1/2080 0:00,83.89,30Sep1991,3.3,55,168.7,0.7,0,0,,
10/1/2080 0:00,177.5,31Oct1991,19.1,61,221.5,5.9,168,0.03,,
11/1/2080 0:00,447.3,30Nov1991,57.5,54,211.1,11.6,387,3.34,,
12/1/2080 0:00,920,31Dec1991,162.7,106,221.0,31.1,696,6.92,,
1/1/2081 0:00,1189,31Jan1992,252.5,267,266.1,40.2,711,30.95,,
2/1/2081 0:00,3330,29Feb1992,1491.7,2162,502.5,151.7,3185,161.36,,
3/1/2081 0:00,2836,31Mar1992,634.4,1652,338.7,40.8,1316,146.02,,
4/1/2081 0:00,1452,30Apr1992,307.7,725,338.6,31.4,546,49.04,,
5/1/2081 0:00,604.1,31May1992,53.4,302,265.6,5.5,0,3.37,,
6/1/2081 0:00,430.6,30Jun1992,13.3,115,204.0,2.3,104,0.81,,
7/1/2081 0:00,116.1,31Jul1992,10.1,93,166.1,0.5,166,0.15,,
8/1/2081 0:00,87.42,31Aug1992,1.7,49,158.3,0.2,104,0,,
9/1/2081 0:00,114.5,30Sep1992,3.1,48,151.6,0.7,166,0,,
10/1/2081 0:00,313.6,31Oct1992,90.0,83,137.4,6.2,166,0.2,,
11/1/2081 0:00,254.2,30Nov1992,107.9,76,203.0,12.9,339,4.64,,
12/1/2081 0:00,1828,31Dec1992,1194.8,646,314.4,69.3,1615,39.73,,
1/1/2082 0:00,9180,31Jan1993,3055.7,3245,963.1,248.9,4251,300.06,,
2/1/2082 0:00,8927,28Feb1993,2119.2,3217,836.6,188.8,2420,207.22,,
3/1/2082 0:00,6147,31Mar1993,1962.4,2872,898.3,102.6,2391,140.42,,
4/1/2082 0:00,3210,30Apr1993,1532.3,1100,808.1,85.7,2674,53,,
5/1/2082 0:00,2306,31May1993,957.2,765,808.2,20.2,651,12.29,,
6/1/2082 0:00,1750,30Jun1993,941.8,907,767.4,7.3,716,6.41,,
7/1/2082 0:00,431.9,31Jul1993,131.4,150,399.4,0.8,52,0.4,,
8/1/2082 0:00,226.7,31Aug1993,84.9,82,287.8,0.3,52,0,,
9/1/2082 0:00,193.8,30Sep1993,56.7,61,228.9,1.0,103,0.04,,
10/1/2082 0:00,318.2,31Oct1993,216.7,99,268.4,8.9,506,0.42,,
11/1/2082 0:00,464.4,30Nov1993,135.5,71,261.4,16.4,380,5.69,,
12/1/2082 0:00,1019,31Dec1993,503.7,164,380.1,59.4,914,7.02,,
1/1/2083 0:00,1671,31Jan1994,299.3,289,324.2,41.1,916,22.19,,
2/1/2083 0:00,2570,28Feb1994,1249.7,733,514.3,71.0,1599,40.69,,
3/1/2083 0:00,1498,31Mar1994,446.9,492,413.9,26.8,743,22.67,,
4/1/2083 0:00,875.2,30Apr1994,268.1,219,325.2,18.1,336,9.74,,
5/1/2083 0:00,794.6,31May1994,268.5,283,352.8,6.3,198,2.44,,
6/1/2083 0:00,345.4,30Jun1994,61.7,84,264.9,2.0,0,0.31,,
7/1/2083 0:00,155,31Jul1994,11.8,35,196.2,0.4,0,0.01,,
8/1/2083 0:00,104.1,31Aug1994,5.3,33,169.3,0.2,0,0,,
9/1/2083 0:00,114.5,30Sep1994,11.6,47,179.3,0.7,119,0,,
10/1/2083 0:00,146.9,31Oct1994,31.2,47,210.8,6.3,200,0.05,,
11/1/2083 0:00,994.9,30Nov1994,157.6,64,265.8,15.1,598,5.72,,
12/1/2083 0:00,1824,31Dec1994,750.2,193,455.6,69.6,989,8.09,,
1/1/2084 0:00,20887,31Jan1995,4711.7,10347,1865.4,599.6,8644,982.94,,
2/1/2084 0:00,7799,28Feb1995,1452.0,3936,966.1,186.9,3183,186.93,,
3/1/2084 0:00,15587,31Mar1995,4746.6,7475,1752.6,250.8,9230,417.57,,
4/1/2084 0:00,6202,30Apr1995,1713.4,2336,1223.6,140.1,1264,91.4,,
5/1/2084 0:00,4277,31May1995,1526.3,1311,1377.6,56.6,1823,18.82,,
6/1/2084 0:00,2357,30Jun1995,548.1,520,938.0,11.3,380,3.56,,
7/1/2084 0:00,867.4,31Jul1995,159.8,183,605.6,1.6,246,0.36,,
8/1/2084 0:00,362.4,31Aug1995,75.9,85,450.3,0.5,0,0,,
9/1/2084 0:00,313.5,30Sep1995,66.6,74,354.3,1.5,339,0.03,,
10/1/2084 0:00,338,31Oct1995,74.0,75,331.4,10.7,29,0.25,,
11/1/2084 0:00,341.6,30Nov1995,111.3,60,316.0,19.5,175,4.85,,
12/1/2084 0:00,2721,31Dec1995,922.9,1110,593.4,121.9,2085,47.96,,
1/1/2085 0:00,6691,31Jan1996,1873.0,2951,808.3,147.7,1974,175.73,,
2/1/2085 0:00,8646,29Feb1996,2603.1,4604,1188.8,339.1,2013,232.04,,
3/1/2085 0:00,4657,31Mar1996,1242.6,2937,822.0,84.9,1908,147.49,,
4/1/2085 0:00,2564,30Apr1996,1121.6,962,834.3,80.4,1131,45.85,,
5/1/2085 0:00,2731,31May1996,1087.4,734,971.3,30.5,355,6.99,,
6/1/2085 0:00,1664,30Jun1996,255.8,276,563.6,6.2,52,1.43,,
7/1/2085 0:00,559.3,31Jul1996,93.9,123,369.8,1.0,75,0.14,,
8/1/2085 0:00,312.4,31Aug1996,48.4,69,292.1,0.4,99,0,,
9/1/2085 0:00,299.7,30Sep1996,62.8,67,287.2,1.3,94,0.02,,
10/1/2085 0:00,535.6,31Oct1996,87.2,87,309.8,10.9,564,0.34,,
11/1/2085 0:00,591.9,30Nov1996,190.8,203,392.2,28.4,689,24.44,,
12/1/2085 0:00,8262,31Dec1996,2158.0,2561,1691.9,504.1,1805,177.52,,
1/1/2086 0:00,15022,31Jan1997,3934.8,5484,3145.8,685.9,3565,491.97,,
2/1/2086 0:00,4180,28Feb1997,773.5,1615,445.4,151.7,1714,86.64,,
3/1/2086 0:00,2118,31Mar1997,527.0,555,509.7,44.8,1366,38.52,,
4/1/2086 0:00,1348,30Apr1997,467.6,380,521.3,39.9,807,16.19,,
5/1/2086 0:00,1016,31May1997,208.9,294,470.4,10.1,293,2,,
6/1/2086 0:00,680,30Jun1997,117.5,139,422.0,3.9,237,0.55,,
7/1/2086 0:00,417.6,31Jul1997,52.8,79,296.7,0.8,120,0.05,,
8/1/2086 0:00,289,31Aug1997,41.0,52,260.4,0.3,119,0,,
9/1/2086 0:00,300.8,30Sep1997,64.5,69,266.5,1.2,0,0.01,,
10/1/2086 0:00,422,31Oct1997,131.1,73,299.7,10.5,281,0.25,,
11/1/2086 0:00,1604,30Nov1997,658.8,436,340.2,33.1,1487,40.26,,
12/1/2086 0:00,2400,31Dec1997,844.0,730,456.0,93.2,1330,45.97,,
1/1/2087 0:00,10971,31Jan1998,4905.8,5290,1531.8,326.3,4786,386.25,,
2/1/2087 0:00,17262,28Feb1998,5978.8,14781,1899.6,515.4,8688,642.72,,
3/1/2087 0:00,11617,31Mar1998,2204.4,4400,1152.4,105.7,3206,244.87,,
4/1/2087 0:00,4600,30Apr1998,1770.8,2019,1045.5,89.0,2405,125.39,,
5/1/2087 0:00,6378,31May1998,2519.9,2048,1673.7,43.2,0,43.14,,
6/1/2087 0:00,4128,30Jun1998,1470.7,1654,1541.7,17.2,425,14.55,,
7/1/2087 0:00,1341,31Jul1998,343.3,428,866.4,1.8,150,0.87,,
8/1/2087 0:00,585.1,31Aug1998,156.7,105,573.2,0.6,96,0,,
9/1/2087 0:00,474.8,30Sep1998,127.5,110,476.1,1.8,380,0.07,,
10/1/2087 0:00,680.7,31Oct1998,151.8,130,448.7,12.6,420,0.52,,
11/1/2087 0:00,2384,30Nov1998,1219.0,988,651.2,55.4,405,38.53,,
12/1/2087 0:00,2905,31Dec1998,1055.2,988,699.0,141.2,423,22.7,,
1/1/2088 0:00,3203,31Jan1999,903.6,673,562.7,112.3,1005,38.2,,
2/1/2088 0:00,7010,28Feb1999,3028.7,3099,1074.1,288.0,2337,114.59,,
3/1/2088 0:00,5974,31Mar1999,1459.7,2885,908.3,92.8,1618,127.61,,
4/1/2088 0:00,3070,30Apr1999,852.2,2174,739.6,69.6,134,91.69,,
5/1/2088 0:00,1852,31May1999,532.8,764,722.0,17.8,0,8.99,,
6/1/2088 0:00,925.6,30Jun1999,285.5,331,570.6,4.8,89,1.64,,
7/1/2088 0:00,566,31Jul1999,95.8,91,390.2,0.9,0,0.16,,
8/1/2088 0:00,397.5,31Aug1999,67.1,72,328.7,0.4,140,0,,
9/1/2088 0:00,367.6,30Sep1999,60.8,56,319.4,1.4,425,0.02,,
10/1/2088 0:00,425.1,31Oct1999,90.0,70,348.0,10.7,426,0.2,,
11/1/2088 0:00,1133,30Nov1999,320.8,191,413.1,26.0,528,13.38,,
12/1/2088 0:00,1084,31Dec1999,268.0,211,368.0,45.6,195,7.34,,
1/1/2089 0:00,2928,31Jan2000,1704.9,948,604.9,104.5,1721,69.22,,
2/1/2089 0:00,9893,29Feb2000,2973.5,5494,968.9,307.2,5276,250.1,,
3/1/2089 0:00,5562,31Mar2000,1750.3,3363,812.7,76.2,3853,131.66,,
4/1/2089 0:00,2845,30Apr2000,675.5,1262,620.7,48.9,0,102.92,,
5/1/2089 0:00,2133,31May2000,329.0,714,539.6,11.3,0,8.48,,
6/1/2089 0:00,942.4,30Jun2000,126.1,242,418.9,3.8,0,1.56,,
7/1/2089 0:00,480.8,31Jul2000,61.8,108,312.1,0.8,0,0.21,,
8/1/2089 0:00,300.4,31Aug2000,30.7,56,262.6,0.3,0,0,,
9/1/2089 0:00,325.8,30Sep2000,67.9,76,269.5,1.2,215,0.04,,
10/1/2089 0:00,720.6,31Oct2000,146.5,127,312.8,10.1,298,0.4,,
11/1/2089 0:00,619.5,30Nov2000,164.2,107,306.0,18.1,329,7.29,,
12/1/2089 0:00,722.9,31Dec2000,315.5,153,313.9,41.3,496,4.93,,
1/1/2090 0:00,1750,31Jan2001,637.1,563,360.0,49.0,1420,46.36,,
2/1/2090 0:00,2326,28Feb2001,1077.0,1720,437.4,103.9,2087,86,,
3/1/2090 0:00,2906,31Mar2001,687.8,2244,448.3,45.0,2004,170.54,,
4/1/2090 0:00,1724,30Apr2001,321.0,496,351.2,30.1,393,31.26,,
5/1/2090 0:00,935.3,31May2001,134.7,293,353.9,6.9,0,3.44,,
6/1/2090 0:00,406.1,30Jun2001,36.0,102,266.0,2.4,0,0.55,,
7/1/2090 0:00,240.7,31Jul2001,18.5,82,231.5,0.6,0,0.07,,
8/1/2090 0:00,174.6,31Aug2001,12.3,69,203.4,0.2,198,0,,
9/1/2090 0:00,196.5,30Sep2001,18.0,67,213.0,0.9,620,0.01,,
10/1/2090 0:00,227.1,31Oct2001,32.7,56,240.7,7.5,569,0.1,,
11/1/2090 0:00,1763,30Nov2001,532.3,424,349.7,28.2,1516,37.6,,
12/1/2090 0:00,6043,31Dec2001,2623.0,2928,646.1,159.0,4172,129.95,,
1/1/2091 0:00,5428,31Jan2002,1457.0,3836,679.2,139.7,2814,338.32,,
2/1/2091 0:00,3572,28Feb2002,1130.1,1315,520.7,73.3,1397,50.79,,
3/1/2091 0:00,1942,31Mar2002,751.5,787,476.2,45.6,1269,38.19,,
4/1/2091 0:00,1177,30Apr2002,500.7,449,496.7,46.8,702,26.79,,
5/1/2091 0:00,773,31May2002,312.4,300,441.4,8.6,651,3.01,,
6/1/2091 0:00,380.2,30Jun2002,97.8,141,354.6,2.8,593,0.64,,
7/1/2091 0:00,199.2,31Jul2002,25.4,41,244.7,0.6,366,0.07,,
8/1/2091 0:00,146.4,31Aug2002,15.9,54,213.8,0.2,418,0,,
9/1/2091 0:00,162.2,30Sep2002,17.0,62,214.5,0.9,654,0,,
10/1/2091 0:00,180.7,31Oct2002,23.7,68,230.3,7.4,683,0.08,,
11/1/2091 0:00,573.3,30Nov2002,97.2,124,272.7,19.9,916,7.36,,
12/1/2091 0:00,7982,31Dec2002,2167.7,4353,805.6,329.1,5256,251.53,,
1/1/2092 0:00,9554,31Jan2003,2324.7,4009,1056.0,218.0,4271,307.95,,
2/1/2092 0:00,3162,28Feb2003,968.5,1250,627.7,107.7,1124,57.35,,
3/1/2092 0:00,3687,31Mar2003,1195.1,993,737.9,78.9,1726,77.1,,
4/1/2092 0:00,3679,30Apr2003,1297.4,1327,843.4,98.7,1712,61.64,,
5/1/2092 0:00,2792,31May2003,1082.8,1741,959.3,34.0,2251,18.87,,
6/1/2092 0:00,1035,30Jun2003,221.1,401,637.9,5.7,506,2.22,,
7/1/2092 0:00,352.7,31Jul2003,72.8,104,377.0,1.0,237,0.22,,
8/1/2092 0:00,236,31Aug2003,53.9,75,292.7,0.4,579,0,,
9/1/2092 0:00,239.6,30Sep2003,39.8,60,273.2,1.2,499,0.02,,
10/1/2092 0:00,260.3,,,,,,,,,
11/1/2092 0:00,865.2,,,,,,,,,
12/1/2092 0:00,4675,,,,,,,,,
1/1/2093 0:00,5089,,,,,,,,,
2/1/2093 0:00,9737,,,,,,,,,
3/1/2093 0:00,4260,,,,,,,,,
4/1/2093 0:00,1571,,,,,,,,,
5/1/2093 0:00,887.9,,,,,,,,,
6/1/2093 0:00,553.8,,,,,,,,,
7/1/2093 0:00,283.2,,,,,,,,,
8/1/2093 0:00,230.4,,,,,,,,,
9/1/2093 0:00,242.8,,,,,,,,,
10/1/2093 0:00,667.6,,,,,,,,,
11/1/2093 0:00,532,,,,,,,,,
12/1/2093 0:00,2878,,,,,,,,,
1/1/2094 0:00,3831,,,,,,,,,
2/1/2094 0:00,2880,,,,,,,,,
3/1/2094 0:00,3533,,,,,,,,,
4/1/2094 0:00,1927,,,,,,,,,
5/1/2094 0:00,3365,,,,,,,,,
6/1/2094 0:00,2481,,,,,,,,,
7/1/2094 0:00,544.9,,,,,,,,,
8/1/2094 0:00,219,,,,,,,,,
9/1/2094 0:00,215.6,,,,,,,,,
10/1/2094 0:00,261.2,,,,,,,,,
11/1/2094 0:00,996.7,,,,,,,,,
12/1/2094 0:00,10704,,,,,,,,,
1/1/2095 0:00,10148,,,,,,,,,
2/1/2095 0:00,6736,,,,,,,,,
3/1/2095 0:00,8148,,,,,,,,,
4/1/2095 0:00,6801,,,,,,,,,
5/1/2095 0:00,4165,,,,,,,,,
6/1/2095 0:00,1912,,,,,,,,,
7/1/2095 0:00,687.4,,,,,,,,,
8/1/2095 0:00,394.8,,,,,,,,,
9/1/2095 0:00,370.9,,,,,,,,,
10/1/2095 0:00,485.4,,,,,,,,,
11/1/2095 0:00,656.4,,,,,,,,,
12/1/2095 0:00,2444,,,,,,,,,
1/1/2096 0:00,1734,,,,,,,,,
2/1/2096 0:00,3685,,,,,,,,,
3/1/2096 0:00,2177,,,,,,,,,
4/1/2096 0:00,1395,,,,,,,,,
5/1/2096 0:00,899,,,,,,,,,
6/1/2096 0:00,462.9,,,,,,,,,
7/1/2096 0:00,342.3,,,,,,,,,
8/1/2096 0:00,242.6,,,,,,,,,
9/1/2096 0:00,262.6,,,,,,,,,
10/1/2096 0:00,353.9,,,,,,,,,
11/1/2096 0:00,434,,,,,,,,,
12/1/2096 0:00,877,,,,,,,,,
1/1/2097 0:00,4315,,,,,,,,,
2/1/2097 0:00,6166,,,,,,,,,
3/1/2097 0:00,2907,,,,,,,,,
4/1/2097 0:00,1062,,,,,,,,,
5/1/2097 0:00,620.5,,,,,,,,,
6/1/2097 0:00,312.7,,,,,,,,,
7/1/2097 0:00,185.7,,,,,,,,,
8/1/2097 0:00,151.7,,,,,,,,,
9/1/2097 0:00,169.6,,,,,,,,,
10/1/2097 0:00,197.3,,,,,,,,,
11/1/2097 0:00,667.1,,,,,,,,,
12/1/2097 0:00,966.7,,,,,,,,,
1/1/2098 0:00,968.4,,,,,,,,,
2/1/2098 0:00,3342,,,,,,,,,
3/1/2098 0:00,3169,,,,,,,,,
4/1/2098 0:00,1448,,,,,,,,,
5/1/2098 0:00,958.2,,,,,,,,,
6/1/2098 0:00,615.5,,,,,,,,,
7/1/2098 0:00,213.3,,,,,,,,,
8/1/2098 0:00,137.7,,,,,,,,,
9/1/2098 0:00,153.7,,,,,,,,,
10/1/2098 0:00,608.6,,,,,,,,,
11/1/2098 0:00,385.9,,,,,,,,,
12/1/2098 0:00,824.8,,,,,,,,,
1/1/2099 0:00,5365,,,,,,,,,
2/1/2099 0:00,6002,,,,,,,,,
3/1/2099 0:00,3800,,,,,,,,,
4/1/2099 0:00,3208,,,,,,,,,
5/1/2099 0:00,2513,,,,,,,,,
6/1/2099 0:00,948.7,,,,,,,,,
7/1/2099 0:00,269,,,,,,,,,
8/1/2099 0:00,150.8,,,,,,,,,
9/1/2099 0:00,161.8,,,,,,,,,
9/30/2099 0:00,161.8,,,,,,,,,
