"date is the CalLite-CV date column, the next column with the name of a CalLite-CV element is the LocalInflow node, cs_date is for my reference to avoid screwing up the 10/2014=10/1925 matching and it sounds like you can use it for something too, and the CalSim II records corresponding to the local inflows to the CalLite-CV element are listed afterward (I've got them in cfs now, to match the CalLite-CV data). 'matches for other csvs.csv' contains the mappings between the DSM streams and CalSim II elements, as a one-stop summary for which DSM streams are showing up in which specific .csvs like this one. I renamed the CalSim II elements that map to DSM streams in this csv; everything that still has a CalSim II name is one of the elements that contributes to the total (the denominator) but is NOT a DSM stream. EXAMPLE CALCULATION: For 10/2014, Cow Creek has 27.1 cfs, the total of all inflows sum(D3:I3)=405.8, and 27.1/405.8=0.066668, the fraction of total CalSim II inflow in Cow Creek. Applying that fraction to the CalLite-CV RedBluff LocalInflow number we get Cow Creek DSM flow = 0.066668*259.7=17.31 cfs.",,,,,,,,,,
date,RedBluff,cs_date,Cow Creek,Cottonwood Creek,Battle Creek,Paynes Creek,I109,I112,,
10/1/2014 0:00,259.7,31Oct1925,27.1,181,190.5,6.8,0,0.71,,
11/1/2014 0:00,535.9,30Nov1925,190.4,135,215.7,17.3,121,9.76,,
12/1/2014 0:00,790.6,31Dec1925,189.5,433,234.5,46.1,525,15.17,,
1/1/2015 0:00,1797,31Jan1926,467.1,695,392.1,53.7,1516,51.1,,
2/1/2015 0:00,4150,28Feb1926,1044.9,3119,662.0,168.4,6878,173,,
3/1/2015 0:00,1662,31Mar1926,196.3,952,304.0,27.1,60,52.2,,
4/1/2015 0:00,1925,30Apr1926,720.0,777,693.2,82.9,2018,34.73,,
5/1/2015 0:00,1087,31May1926,54.4,204,236.4,7.3,1038,1.76,,
6/1/2015 0:00,436.9,30Jun1926,15.4,73,150.5,2.0,338,0.29,,
7/1/2015 0:00,221,31Jul1926,13.1,71,148.5,0.4,200,0.03,,
8/1/2015 0:00,125.4,31Aug1926,12.1,59,145.9,0.2,312,0,,
9/1/2015 0:00,110.9,30Sep1926,15.1,58,149.7,0.7,220,0,,
10/1/2015 0:00,190.8,31Oct1926,45.3,88,191.7,7.0,299,0.19,,
11/1/2015 0:00,4824,30Nov1926,1509.8,719,715.8,73.8,1027,80.13,,
12/1/2015 0:00,3599,31Dec1926,566.7,2113,415.1,89.6,4072,86.66,,
1/1/2016 0:00,3755,31Jan1927,1315.2,2425,808.0,120.9,2882,189.33,,
2/1/2016 0:00,10557,28Feb1927,2303.6,5103,1259.8,337.3,10755,273.25,,
3/1/2016 0:00,6040,31Mar1927,749.3,2582,626.0,64.0,2630,139.3,,
4/1/2016 0:00,2062,30Apr1927,679.1,1075,671.8,79.8,3959,56.64,,
5/1/2016 0:00,1089,31May1927,355.2,656,492.5,17.8,683,7.62,,
6/1/2016 0:00,507.4,30Jun1927,58.7,291,286.3,4.2,210,1.67,,
7/1/2016 0:00,221.8,31Jul1927,20.8,107,232.4,0.7,189,0.17,,
8/1/2016 0:00,169.8,31Aug1927,17.1,76,205.9,0.3,203,0,,
9/1/2016 0:00,181.5,30Sep1927,19.6,76,194.2,0.9,185,0.02,,
10/1/2016 0:00,212,31Oct1927,37.2,89,216.5,7.7,195,0.17,,
11/1/2016 0:00,1596,30Nov1927,896.6,898,489.7,47.3,785,91.31,,
12/1/2016 0:00,2696,31Dec1927,362.2,792,320.3,65.5,1480,28.94,,
1/1/2017 0:00,2227,31Jan1928,540.2,2294,429.9,59.4,10,171.03,,
2/1/2017 0:00,2060,29Feb1928,617.4,2242,459.3,111.1,2417,132.7,,
3/1/2017 0:00,4998,31Mar1928,1796.4,3111,1219.8,132.5,1446,174.73,,
4/1/2017 0:00,2550,30Apr1928,430.5,967,498.6,57.1,3576,44.71,,
5/1/2017 0:00,1034,31May1928,143.9,357,329.9,11.1,340,3.49,,
6/1/2017 0:00,336.9,30Jun1928,25.2,202,238.2,3.3,0,1.14,,
7/1/2017 0:00,194.4,31Jul1928,17.5,93,198.6,0.6,244,0.08,,
8/1/2017 0:00,158.3,31Aug1928,16.5,59,197.8,0.3,252,0,,
9/1/2017 0:00,172.7,30Sep1928,18.9,61,187.1,0.9,239,0,,
10/1/2017 0:00,201.1,31Oct1928,31.2,69,235.8,7.3,197,0.05,,
11/1/2017 0:00,1270,30Nov1928,212.6,67,269.5,18.1,1543,0.67,,
12/1/2017 0:00,1227,31Dec1928,189.5,594,263.6,45.7,603,20.57,,
1/1/2018 0:00,1497,31Jan1929,161.4,625,277.4,29.4,112,43.71,,
2/1/2018 0:00,1415,28Feb1929,255.8,509,259.2,60.8,3441,27.68,,
3/1/2018 0:00,1192,31Mar1929,126.5,379,255.3,21.9,483,19.04,,
4/1/2018 0:00,1048,30Apr1929,66.0,240,262.8,22.7,897,8.79,,
5/1/2018 0:00,716.7,31May1929,31.1,243,368.9,6.3,164,2.23,,
6/1/2018 0:00,346.6,30Jun1929,20.1,123,290.6,2.4,592,0.42,,
7/1/2018 0:00,181.9,31Jul1929,13.1,60,226.2,0.4,138,0.01,,
8/1/2018 0:00,126.5,31Aug1929,11.7,59,194.3,0.2,124,0,,
9/1/2018 0:00,126.7,30Sep1929,14.4,59,182.9,0.7,151,0,,
10/1/2018 0:00,165.1,31Oct1929,22.1,58,196.3,5.6,244,0,,
11/1/2018 0:00,351.2,30Nov1929,28.3,63,159.4,10.0,234,0.65,,
12/1/2018 0:00,2588,31Dec1929,1550.6,1992,770.9,199.4,0,75.11,,
1/1/2019 0:00,4091,31Jan1930,1146.8,1264,730.0,107.1,561,93.91,,
2/1/2019 0:00,4377,28Feb1930,698.3,1496,414.5,122.0,2190,85.15,,
3/1/2019 0:00,2670,31Mar1930,818.5,1254,525.5,68.1,3410,69.35,,
4/1/2019 0:00,1453,30Apr1930,347.9,515,433.3,49.9,321,22.17,,
5/1/2019 0:00,1135,31May1930,174.0,220,423.5,12.0,1018,1.86,,
6/1/2019 0:00,479.3,30Jun1930,21.6,112,360.8,2.8,161,0.4,,
7/1/2019 0:00,186,31Jul1930,16.1,70,263.7,0.5,86,0.03,,
8/1/2019 0:00,132.4,31Aug1930,14.0,58,223.5,0.2,47,0,,
9/1/2019 0:00,172.9,30Sep1930,17.8,58,230.4,0.8,274,0,,
10/1/2019 0:00,189.5,31Oct1930,71.3,70,226.9,8.7,31,0.06,,
11/1/2019 0:00,334.4,30Nov1930,61.8,95,199.2,11.6,276,4.08,,
12/1/2019 0:00,334.8,31Dec1930,19.8,122,181.1,18.8,252,2.54,,
1/1/2020 0:00,1673,31Jan1931,261.5,1040,385.5,37.2,1527,72.19,,
2/1/2020 0:00,1068,28Feb1931,78.3,528,199.7,32.1,1001,27.82,,
3/1/2020 0:00,1018,31Mar1931,181.5,704,292.5,23.8,0,38.69,,
4/1/2020 0:00,587.3,30Apr1931,14.3,207,226.5,10.6,92,7.47,,
5/1/2020 0:00,895,31May1931,25.1,122,248.0,5.8,0,0.83,,
6/1/2020 0:00,523.3,30Jun1931,26.1,95,177.2,3.1,114,0.24,,
7/1/2020 0:00,119.9,31Jul1931,16.8,64,159.3,0.5,0,0.01,,
8/1/2020 0:00,99.38,31Aug1931,15.3,58,150.2,0.2,0,0,,
9/1/2020 0:00,110.8,30Sep1931,19.7,59,160.7,0.9,0,0,,
10/1/2020 0:00,173.7,31Oct1931,55.5,134,219.8,7.3,0,0.42,,
11/1/2020 0:00,522.2,30Nov1931,125.9,122,193.6,13.9,282,7.21,,
12/1/2020 0:00,3098,31Dec1931,1801.9,585,580.0,224.3,3609,18.96,,
1/1/2021 0:00,3941,31Jan1932,923.5,1253,431.7,89.7,353,89.85,,
2/1/2021 0:00,2176,29Feb1932,356.3,651,229.9,76.6,207,34.96,,
3/1/2021 0:00,1365,31Mar1932,243.8,1396,374.3,30.4,0,76.18,,
4/1/2021 0:00,1164,30Apr1932,251.7,461,404.6,41.5,133,19,,
5/1/2021 0:00,954.7,31May1932,491.3,419,557.3,21.9,52,4.46,,
6/1/2021 0:00,371.9,30Jun1932,170.3,220,438.8,6.1,0,0.94,,
7/1/2021 0:00,126.6,31Jul1932,23.5,79,263.8,0.8,0,0.06,,
8/1/2021 0:00,106.8,31Aug1932,19.0,59,202.6,0.3,0,0,,
9/1/2021 0:00,124.4,30Sep1932,22.2,58,190.2,1.1,0,0,,
10/1/2021 0:00,149.6,31Oct1932,25.3,59,203.1,6.4,0,0,,
11/1/2021 0:00,362.1,30Nov1932,31.8,65,177.3,9.3,13,0.61,,
12/1/2021 0:00,660.8,31Dec1932,23.4,109,182.3,18.6,821,1.87,,
1/1/2022 0:00,1481,31Jan1933,200.9,258,316.6,31.5,2265,14.41,,
2/1/2022 0:00,1231,28Feb1933,94.2,216,181.3,40.5,1187,9.56,,
3/1/2022 0:00,2529,31Mar1933,939.8,840,314.8,76.1,2044,42.87,,
4/1/2022 0:00,1123,30Apr1933,150.0,704,310.9,31.5,166,30.69,,
5/1/2022 0:00,786.6,31May1933,378.0,504,365.9,18.4,0,5.37,,
6/1/2022 0:00,280.6,30Jun1933,48.0,437,428.3,3.9,0,2.23,,
7/1/2022 0:00,153,31Jul1933,20.2,112,244.8,0.7,0,0.13,,
8/1/2022 0:00,76.51,31Aug1933,17.3,63,180.3,0.3,0,0,,
9/1/2022 0:00,98.63,30Sep1933,21.6,59,179.2,1.0,5,0,,
10/1/2022 0:00,151.1,31Oct1933,63.8,67,201.1,7.2,0,0.05,,
11/1/2022 0:00,408.3,30Nov1933,31.1,75,172.7,9.0,133,2.22,,
12/1/2022 0:00,1989,31Dec1933,804.3,560,415.5,113.4,1535,18.13,,
1/1/2023 0:00,2044,31Jan1934,849.2,1307,477.9,83.7,1293,93.01,,
2/1/2023 0:00,2140,28Feb1934,740.6,706,361.8,125.7,2040,41.78,,
3/1/2023 0:00,1497,31Mar1934,188.5,780,377.1,25.9,625,42.18,,
4/1/2023 0:00,684.8,30Apr1934,30.2,282,313.8,16.5,914,10.46,,
5/1/2023 0:00,700.4,31May1934,46.7,120,254.4,7.3,423,1.17,,
6/1/2023 0:00,386.8,30Jun1934,29.3,95,206.1,3.4,202,0.25,,
7/1/2023 0:00,113,31Jul1934,18.2,68,175.5,0.6,42,0.02,,
8/1/2023 0:00,94.39,31Aug1934,18.1,58,165.0,0.3,20,0,,
9/1/2023 0:00,106.4,30Sep1934,25.4,58,167.8,1.2,0,0,,
10/1/2023 0:00,160.1,31Oct1934,37.3,101,194.4,7.0,117,0.24,,
11/1/2023 0:00,1283,30Nov1934,470.7,326,340.7,28.9,2430,31.79,,
12/1/2023 0:00,1796,31Dec1934,180.1,435,282.2,42.6,662,14.92,,
1/1/2024 0:00,3787,31Jan1935,2223.3,1192,878.1,191.7,3562,85.3,,
2/1/2024 0:00,3304,28Feb1935,573.5,1110,329.0,105.2,1523,61.98,,
3/1/2024 0:00,3963,31Mar1935,1435.4,799,441.5,108.7,2324,42.61,,
4/1/2024 0:00,4241,30Apr1935,1914.1,1319,770.4,188.6,5383,60.2,,
5/1/2024 0:00,2253,31May1935,578.7,491,684.1,24.5,795,5.57,,
6/1/2024 0:00,539.5,30Jun1935,140.2,169,531.1,5.5,0,0.78,,
7/1/2024 0:00,180.4,31Jul1935,39.6,83,311.4,1.0,0,0.06,,
8/1/2024 0:00,140.6,31Aug1935,24.7,60,224.0,0.4,0,0,,
9/1/2024 0:00,157.9,30Sep1935,29.0,60,199.1,1.3,0,0,,
10/1/2024 0:00,427.5,31Oct1935,70.3,82,225.2,8.7,94,0.14,,
11/1/2024 0:00,271.1,30Nov1935,42.8,78,183.5,10.9,155,2.44,,
12/1/2024 0:00,822.2,31Dec1935,85.8,150,212.5,28.9,1085,3.83,,
1/1/2025 0:00,5700,31Jan1936,2883.7,4473,1002.6,243.7,1236,346.52,,
2/1/2025 0:00,8706,29Feb1936,2841.4,2937,708.8,407.0,2462,159.69,,
3/1/2025 0:00,4004,31Mar1936,373.5,1228,379.4,38.7,397,68.39,,
4/1/2025 0:00,1959,30Apr1936,581.6,539,486.6,70.5,877,25.23,,
5/1/2025 0:00,1062,31May1936,189.9,262,510.7,12.5,499,2.55,,
6/1/2025 0:00,722.8,30Jun1936,240.7,152,459.2,7.1,388,0.81,,
7/1/2025 0:00,265.7,31Jul1936,36.7,87,326.3,0.9,99,0.07,,
8/1/2025 0:00,161.5,31Aug1936,23.6,61,231.8,0.4,28,0,,
9/1/2025 0:00,174.7,30Sep1936,28.1,60,223.0,1.3,79,0,,
10/1/2025 0:00,178.1,31Oct1936,30.7,62,219.2,7.3,28,0.02,,
11/1/2025 0:00,399.8,30Nov1936,28.3,64,182.1,9.9,165,0.69,,
12/1/2025 0:00,473.2,31Dec1936,21.7,82,180.0,19.5,768,0.91,,
1/1/2026 0:00,901.8,31Jan1937,71.8,126,255.4,21.9,995,4.51,,
2/1/2026 0:00,2936,28Feb1937,774.4,291,408.9,132.3,5621,14.16,,
3/1/2026 0:00,6444,31Mar1937,1796.1,1109,521.6,132.8,5333,58.69,,
4/1/2026 0:00,2817,30Apr1937,1054.8,1083,491.8,112.9,786,48.08,,
5/1/2026 0:00,1270,31May1937,482.7,683,654.2,21.7,0,7.6,,
6/1/2026 0:00,618.1,30Jun1937,182.0,285,452.5,6.3,435,1.36,,
7/1/2026 0:00,246.1,31Jul1937,29.4,103,269.3,0.9,101,0.11,,
8/1/2026 0:00,143.8,31Aug1937,22.3,63,208.2,0.4,33,0,,
9/1/2026 0:00,157.5,30Sep1937,25.5,60,200.3,1.2,81,0,,
10/1/2026 0:00,530.6,31Oct1937,100.7,94,280.6,10.0,550,0.21,,
11/1/2026 0:00,3855,30Nov1937,1724.7,1345,808.2,83.1,3684,151.29,,
12/1/2026 0:00,7120,31Dec1937,2981.5,3589,1575.3,364.5,3046,144.42,,
1/1/2027 0:00,5287,31Jan1938,1214.0,1285,704.9,113.3,2205,98.54,,
2/1/2027 0:00,13050,28Feb1938,5410.7,2241,1070.8,752.9,9898,116.01,,
3/1/2027 0:00,13576,31Mar1938,5079.6,4273,1193.3,349.6,8789,230.73,,
4/1/2027 0:00,5264,30Apr1938,1346.7,2149,748.0,139.3,948,103.83,,
5/1/2027 0:00,2673,31May1938,1207.8,1488,1153.8,44.3,0,19.23,,
6/1/2027 0:00,985.5,30Jun1938,386.4,653,988.3,9.6,0,3.81,,
7/1/2027 0:00,470.3,31Jul1938,148.4,153,589.2,1.5,0,0.27,,
8/1/2027 0:00,305.4,31Aug1938,52.4,87,355.2,0.5,0,0,,
9/1/2027 0:00,344.2,30Sep1938,87.3,97,310.2,1.8,0,0.04,,
10/1/2027 0:00,474.3,31Oct1938,166.9,124,314.0,11.7,5,0.35,,
11/1/2027 0:00,633.4,30Nov1938,146.9,120,276.4,15.4,215,7.1,,
12/1/2027 0:00,901.1,31Dec1938,128.4,598,290.1,37.1,613,19.91,,
1/1/2028 0:00,1325,31Jan1939,192.5,466,317.0,31.9,387,30.61,,
2/1/2028 0:00,1049,28Feb1939,90.0,342,208.2,40.6,731,17.57,,
3/1/2028 0:00,1247,31Mar1939,418.4,909,367.1,41.4,0,50.19,,
4/1/2028 0:00,740.3,30Apr1939,27.2,321,338.6,16.3,37,11.95,,
5/1/2028 0:00,693.3,31May1939,71.6,162,288.3,8.6,109,1.47,,
6/1/2028 0:00,350.8,30Jun1939,28.8,116,225.9,3.5,0,0.34,,
7/1/2028 0:00,205.8,31Jul1939,21.5,74,207.3,0.7,0,0.03,,
8/1/2028 0:00,170.4,31Aug1939,19.2,60,190.7,0.3,0,0,,
9/1/2028 0:00,205.5,30Sep1939,23.8,59,201.4,1.1,0,0,,
10/1/2028 0:00,200.4,31Oct1939,44.9,65,238.7,7.9,0,0.05,,
11/1/2028 0:00,243.1,30Nov1939,29.0,62,191.2,9.9,0,0.73,,
12/1/2028 0:00,1072,31Dec1939,156.1,616,307.1,37.3,945,22.11,,
1/1/2029 0:00,5431,31Jan1940,4002.2,3743,1352.2,332.3,631,301.35,,
2/1/2029 0:00,14350,29Feb1940,3788.7,4993,1214.9,535.8,2992,273.86,,
3/1/2029 0:00,8836,31Mar1940,2855.8,3026,1052.3,202.8,4394,161.56,,
4/1/2029 0:00,2868,30Apr1940,978.2,919,574.9,106.3,4554,43.39,,
5/1/2029 0:00,1532,31May1940,291.5,380,567.6,15.9,294,4.07,,
6/1/2029 0:00,594.3,30Jun1940,138.1,141,485.7,5.6,0,0.76,,
7/1/2029 0:00,273,31Jul1940,38.4,81,320.6,1.0,0,0.05,,
8/1/2029 0:00,213.4,31Aug1940,24.4,63,253.7,0.4,0,0,,
9/1/2029 0:00,231.8,30Sep1940,34.4,74,266.1,1.4,12,0.02,,
10/1/2029 0:00,501,31Oct1940,93.4,86,278.5,10.1,112,0.33,,
11/1/2029 0:00,702.8,30Nov1940,218.4,118,411.0,19.4,466,10.77,,
12/1/2029 0:00,7341,31Dec1940,3510.3,4870,880.8,422.4,3570,112.03,,
1/1/2030 0:00,11564,31Jan1941,5716.7,5870,960.9,468.4,3020,340.4,,
2/1/2030 0:00,12380,28Feb1941,3315.4,7751,1693.5,474.6,5065,265.34,,
3/1/2030 0:00,6367,31Mar1941,2401.6,5285,1107.6,173.9,2991,237.26,,
4/1/2030 0:00,4549,30Apr1941,2431.5,4110,1054.1,236.5,2964,87.35,,
5/1/2030 0:00,3768,31May1941,861.3,1302,993.8,34.0,613,14.19,,
6/1/2030 0:00,2108,30Jun1941,360.0,531,650.2,9.4,0,3.73,,
7/1/2030 0:00,812,31Jul1941,137.5,169,463.2,1.5,0,0.47,,
8/1/2030 0:00,414.7,31Aug1941,60.3,100,333.2,0.6,0,0,,
9/1/2030 0:00,363.4,30Sep1941,101.6,87,283.5,1.9,0,0.07,,
10/1/2030 0:00,512.3,31Oct1941,128.1,108,284.2,11.0,0,0.35,,
11/1/2030 0:00,608.9,30Nov1941,215.3,130,367.6,19.0,224,10.58,,
12/1/2030 0:00,6231,31Dec1941,3227.5,3204,1030.6,393.2,1966,130.89,,
1/1/2031 0:00,8263,31Jan1942,4819.6,2679,1112.5,397.4,0,354.46,,
2/1/2031 0:00,7624,28Feb1942,3763.7,5313,1434.1,533.7,5573,186.77,,
3/1/2031 0:00,4076,31Mar1942,358.3,844,615.5,38.9,644,55.7,,
4/1/2031 0:00,3368,30Apr1942,1438.8,1406,983.4,148.0,2393,44.33,,
5/1/2031 0:00,3772,31May1942,1908.2,796,914.4,66.2,0,8.85,,
6/1/2031 0:00,2259,30Jun1942,690.0,443,765.8,14.4,0,2.73,,
7/1/2031 0:00,778.4,31Jul1942,182.9,97,493.5,1.6,0,0.27,,
8/1/2031 0:00,417.8,31Aug1942,91.7,58,353.0,0.6,0,0,,
9/1/2031 0:00,370.9,30Sep1942,112.6,58,304.4,2.0,0,0.03,,
10/1/2031 0:00,426.2,31Oct1942,116.7,85,286.6,10.0,0,0.15,,
11/1/2031 0:00,1055,30Nov1942,275.4,239,354.8,20.7,277,30.59,,
12/1/2031 0:00,2689,31Dec1942,412.8,765,523.1,70.9,1288,56.99,,
1/1/2032 0:00,8946,31Jan1943,3948.1,2888,1103.3,327.2,3074,336.78,,
2/1/2032 0:00,4121,28Feb1943,930.7,1567,862.9,152.5,1720,90.45,,
3/1/2032 0:00,4132,31Mar1943,1530.8,1202,1313.6,114.8,1882,78.93,,
4/1/2032 0:00,2807,30Apr1943,504.6,623,993.2,63.4,1314,23.15,,
5/1/2032 0:00,1799,31May1943,559.9,332,733.3,23.9,81,2.82,,
6/1/2032 0:00,1065,30Jun1943,313.6,161,557.2,8.2,12,0.77,,
7/1/2032 0:00,575.6,31Jul1943,91.4,58,351.3,1.2,0,0.09,,
8/1/2032 0:00,318.7,31Aug1943,56.5,51,271.0,0.5,0,0,,
9/1/2032 0:00,303.9,30Sep1943,63.5,52,247.3,1.6,0,0.01,,
10/1/2032 0:00,378.9,31Oct1943,118.1,70,281.9,10.1,0,0.18,,
11/1/2032 0:00,495.5,30Nov1943,124.5,105,281.3,14.4,32,3.88,,
12/1/2032 0:00,629.2,31Dec1943,54.9,106,290.2,28.1,481,3.21,,
1/1/2033 0:00,1460,31Jan1944,420.1,282,340.4,49.8,685,28.99,,
2/1/2033 0:00,2547,29Feb1944,591.6,726,406.3,107.4,1354,21.44,,
3/1/2033 0:00,1943,31Mar1944,924.0,609,360.1,74.9,319,38.9,,
4/1/2033 0:00,1538,30Apr1944,221.7,281,351.7,38.5,47,14.29,,
5/1/2033 0:00,1111,31May1944,206.4,265,411.8,13.0,0,3.58,,
6/1/2033 0:00,630.9,30Jun1944,132.6,177,313.9,5.4,0,0.81,,
7/1/2033 0:00,310.9,31Jul1944,35.5,59,220.6,0.9,0,0.1,,
8/1/2033 0:00,217.5,31Aug1944,21.8,40,199.1,0.3,0,0,,
9/1/2033 0:00,199.8,30Sep1944,20.3,43,188.7,1.0,0,0,,
10/1/2033 0:00,241.3,31Oct1944,131.3,65,210.1,10.4,0,0.09,,
11/1/2033 0:00,1470,30Nov1944,716.0,339,343.0,39.7,1296,29.66,,
12/1/2033 0:00,3231,31Dec1944,721.0,702,444.6,106.4,1418,33.7,,
1/1/2034 0:00,1944,31Jan1945,398.6,412,318.2,48.3,0,55.04,,
2/1/2034 0:00,2843,28Feb1945,2067.0,1815,701.7,304.8,3146,96.37,,
3/1/2034 0:00,3859,31Mar1945,678.5,856,480.6,58.9,1900,25.11,,
4/1/2034 0:00,1498,30Apr1945,295.5,593,453.0,45.2,331,26.78,,
5/1/2034 0:00,1198,31May1945,345.3,344,537.0,17.3,530,3.49,,
6/1/2034 0:00,814.9,30Jun1945,215.9,178,396.3,6.7,34,0.86,,
7/1/2034 0:00,277.1,31Jul1945,38.6,46,250.6,1.0,0,0.07,,
8/1/2034 0:00,201.1,31Aug1945,20.0,25,194.0,0.3,0,0,,
9/1/2034 0:00,181.7,30Sep1945,25.4,30,181.1,1.2,0,0,,
10/1/2034 0:00,756.4,31Oct1945,301.9,72,230.8,16.3,99,0.53,,
11/1/2034 0:00,2037,30Nov1945,813.7,498,372.5,44.5,771,51.46,,
12/1/2034 0:00,8720,31Dec1945,3995.5,3894,943.5,480.3,3386,149.18,,
1/1/2035 0:00,5321,31Jan1946,1392.2,2474,626.8,127.7,2553,231.76,,
2/1/2035 0:00,2987,28Feb1946,348.9,531,378.0,77.5,427,34.37,,
3/1/2035 0:00,1987,31Mar1946,378.1,565,411.0,40.1,576,54.86,,
4/1/2035 0:00,1294,30Apr1946,244.0,592,503.8,42.1,390,33.63,,
5/1/2035 0:00,765.7,31May1946,159.6,312,576.8,12.1,37,4.36,,
6/1/2035 0:00,367.5,30Jun1946,82.2,147,356.0,4.9,0,0.79,,
7/1/2035 0:00,255.2,31Jul1946,31.6,44,241.9,1.0,0,0.08,,
8/1/2035 0:00,214.4,31Aug1946,24.1,40,198.5,0.4,0,0,,
9/1/2035 0:00,196.7,30Sep1946,28.0,44,197.8,1.3,0,0.01,,
10/1/2035 0:00,259.3,31Oct1946,73.7,68,190.7,8.8,0,0.08,,
11/1/2035 0:00,809.3,30Nov1946,435.3,153,255.6,27.7,227,18.9,,
12/1/2035 0:00,1726,31Dec1946,353.3,356,330.3,64.3,844,14.79,,
1/1/2036 0:00,1522,31Jan1947,33.9,111,216.2,18.7,150,13.25,,
2/1/2036 0:00,1622,28Feb1947,618.6,1005,371.2,107.7,823,50.85,,
3/1/2036 0:00,2373,31Mar1947,609.4,1282,371.6,54.3,1558,62.89,,
4/1/2036 0:00,1724,30Apr1947,446.1,407,527.4,58.1,702,13.83,,
5/1/2036 0:00,831.7,31May1947,66.1,163,271.8,8.6,0,1.07,,
6/1/2036 0:00,498.5,30Jun1947,63.3,186,255.8,4.2,440,0.51,,
7/1/2036 0:00,255.4,31Jul1947,23.1,47,160.0,0.8,0,0.03,,
8/1/2036 0:00,149.2,31Aug1947,22.6,36,147.6,0.4,0,0,,
9/1/2036 0:00,165.3,30Sep1947,24.7,43,150.2,1.2,0,0,,
10/1/2036 0:00,902.1,31Oct1947,406.8,136,273.2,19.3,488,2.34,,
11/1/2036 0:00,790.5,30Nov1947,312.7,134,285.4,22.9,197,12.62,,
12/1/2036 0:00,693.2,31Dec1947,29.5,110,272.0,24.2,415,3.67,,
1/1/2037 0:00,1512,31Jan1948,1004.6,887,547.6,96.8,1799,198.42,,
2/1/2037 0:00,988.9,29Feb1948,22.0,214,288.5,24.4,403,17.53,,
3/1/2037 0:00,2354,31Mar1948,1186.2,457,539.2,91.1,2215,18.04,,
4/1/2037 0:00,5035,30Apr1948,1883.7,1874,1092.2,186.9,3902,46.48,,
5/1/2037 0:00,4015,31May1948,1579.9,904,874.0,55.9,1116,7.99,,
6/1/2037 0:00,1857,30Jun1948,703.7,428,858.7,14.6,765,2.19,,
7/1/2037 0:00,364.7,31Jul1948,128.8,97,375.6,1.4,125,0.17,,
8/1/2037 0:00,183.7,31Aug1948,28.8,47,234.7,0.5,317,0,,
9/1/2037 0:00,172.5,30Sep1948,35.6,68,222.3,1.4,302,0.04,,
10/1/2037 0:00,233,31Oct1948,61.1,80,244.1,8.4,0,0.15,,
11/1/2037 0:00,370.6,30Nov1948,96.9,85,276.3,13.3,282,4.22,,
12/1/2037 0:00,1160,31Dec1948,119.6,175,295.8,37.3,1028,8.15,,
1/1/2038 0:00,904.8,31Jan1949,83.1,144,253.1,23.3,218,11.44,,
2/1/2038 0:00,1022,28Feb1949,185.0,412,272.4,50.1,1151,20.42,,
3/1/2038 0:00,5584,31Mar1949,1717.7,3697,653.4,127.3,4674,203.67,,
4/1/2038 0:00,1922,30Apr1949,235.2,1052,449.6,39.8,284,60.54,,
5/1/2038 0:00,901.6,31May1949,123.9,428,423.1,10.5,285,5.72,,
6/1/2038 0:00,367.5,30Jun1949,54.4,156,260.9,4.1,0,1,,
7/1/2038 0:00,153.1,31Jul1949,23.9,62,175.5,0.8,0,0.08,,
8/1/2038 0:00,107.1,31Aug1949,20.4,40,163.8,0.3,41,0,,
9/1/2038 0:00,114.7,30Sep1949,24.9,42,166.9,1.2,10,0,,
10/1/2038 0:00,153,31Oct1949,36.0,49,174.9,0.6,0,0.08,,
11/1/2038 0:00,394,30Nov1949,95.0,61,214.4,1.4,160,3.72,,
12/1/2038 0:00,300,31Dec1949,108.4,53,224.4,7.8,231,2.54,,
1/1/2039 0:00,1793,31Jan1950,1215.5,668,499.2,201.1,2035,55.19,,
2/1/2039 0:00,4258,28Feb1950,1811.8,1274,723.5,319.5,2154,52.89,,
3/1/2039 0:00,4786,31Mar1950,1085.9,901,478.8,90.5,683,37.25,,
4/1/2039 0:00,1932,30Apr1950,663.9,562,578.1,44.5,504,24.25,,
5/1/2039 0:00,1050,31May1950,436.4,296,493.3,6.3,54,2.04,,
6/1/2039 0:00,423.2,30Jun1950,165.5,121,335.1,0.6,79,0.38,,
7/1/2039 0:00,163.6,31Jul1950,35.8,53,211.5,0.2,88,0.01,,
8/1/2039 0:00,102.5,31Aug1950,19.0,52,167.5,0.0,34,0,,
9/1/2039 0:00,139.3,30Sep1950,26.3,69,168.8,0.1,67,0,,
10/1/2039 0:00,945.1,31Oct1950,208.3,461,254.0,11.2,805,2.27,,
11/1/2039 0:00,2932,30Nov1950,736.0,562,495.1,110.0,906,42.24,,
12/1/2039 0:00,5381,31Dec1950,2100.8,2430,906.0,264.2,2983,80.08,,
1/1/2040 0:00,6364,31Jan1951,1895.7,2404,777.9,305.9,2581,157.67,,
2/1/2040 0:00,5432,28Feb1951,1911.3,2808,839.5,208.3,2879,116.78,,
3/1/2040 0:00,3309,31Mar1951,993.4,758,463.4,46.2,1270,37.45,,
4/1/2040 0:00,1278,30Apr1951,484.3,365,473.5,15.3,0,19.78,,
5/1/2040 0:00,1036,31May1951,456.8,464,465.3,10.8,397,6.79,,
6/1/2040 0:00,531.9,30Jun1951,106.0,137,319.2,1.6,0,0.91,,
