"date is CalLite-CV time series. Unlike the other csv's I've left the original labels, although I replaced the .'s with _'s to fit with the nomenclature I think Sadie prefers, since we might use these differently than I've laid out in the next sentence (and we'll probably need the DCC time series in particular separated out for apportioning Sacramento River fish between Delta regions). It should be as 'simple' as this: North Delta flow = Hood.Outflow, Central Delta flow = Eastside.Outflow + DCC.Diversion, and South Delta flow = SJR_Calaveras.Outflow + SJR_FlowSplit.C417B + CentralDelta.Outflow. If the Central Delta is really just a constituent part of the South Delta then replace CentralDelta.Outflow with Eastside.Outflow + DCC.Diversion. I hope that's all there is to it... NOTE the one (and only one) negative value for Eastside.Outflow, in the first time step",,,,,,
date,Hood_Outflow,Eastside_Outflow,DCC_Diversion,SJR_Calaveras_Outflow,SJR_FlowSplit_C417B,CentralDelta_Outflow
8/1/2054 0:00,11927,359.5,5586,2098,1428,6065
9/1/2054 0:00,8722,191.2,4647,1815,991.7,4939
10/1/2054 0:00,9871,234.4,3517,1869,503.3,3819
11/1/2054 0:00,20506,850.3,5836,4026,961.7,6768
12/1/2054 0:00,18976,828.3,3358,2791,2207,4234
1/1/2055 0:00,23774,717.3,3995,4348,3797,4751
2/1/2055 0:00,22475,824,3822,2938,2678,4671
3/1/2055 0:00,31982,583.4,5084,3078,2860,5674
4/1/2055 0:00,20145,354.3,3509,2400,2257,3872
5/1/2055 0:00,17980,300.6,3221,1893,1799,3572
6/1/2055 0:00,14442,171.9,2750,1018,653,3007
7/1/2055 0:00,18555,284.1,7527,1034,662.7,7925
8/1/2055 0:00,10210,150.3,5082,1199,783.8,5357
9/1/2055 0:00,12116,176.6,5642,1350,738.5,5931
10/1/2055 0:00,9589,166.4,3458,1769,473.3,3704
11/1/2055 0:00,17908,1006,5289,2249,518.3,6408
12/1/2055 0:00,22992,990.9,3894,1648,1378,4958
1/1/2056 0:00,70138,4937,10174,2769,1489,15279
2/1/2056 0:00,27730,1332,4520,2150,1932,5877
3/1/2056 0:00,43912,1907,6675,4569,3909,8631
4/1/2056 0:00,38999,2441,6021,6660,5903,8508
5/1/2056 0:00,35221,4407,5514,9947,11671,9931
6/1/2056 0:00,19307,902.2,3397,9770,6956,4334
7/1/2056 0:00,18377,480.7,7475,4329,3030,8030
8/1/2056 0:00,12569,335.6,5774,3174,2191,6249
9/1/2056 0:00,10398,891.1,5138,2625,1428,6142
10/1/2056 0:00,12002,286.1,3966,2852,726.2,4333
11/1/2056 0:00,13782,383.6,4398,4081,755.9,4824
12/1/2056 0:00,13635,327.7,2644,1000,947,2985
1/1/2057 0:00,30451,1061,4887,1461,1173,6021
2/1/2057 0:00,54131,1090,8033,3289,2968,9155
3/1/2057 0:00,41599,1262,6365,2659,2411,7655
4/1/2057 0:00,21522,592.6,3692,2087,1969,4293
5/1/2057 0:00,10071,365.7,2169,1590,1524,2586
6/1/2057 0:00,15701,346,2918,1253,816.3,3322
7/1/2057 0:00,20693,279.8,8154,988.7,627.6,8548
8/1/2057 0:00,15280,197.2,6568,1239,804.2,6902
9/1/2057 0:00,8957,268.9,4716,1204,654,5099
10/1/2057 0:00,10775,239.2,3707,1862,500,4015
11/1/2057 0:00,11166,669.3,3845,1869,418.9,4551
12/1/2057 0:00,24334,820.7,4071,1317,964.8,4934
1/1/2058 0:00,76110,13729,10970,10960,6843,24880
2/1/2058 0:00,73904,4842,10672,13807,13131,15628
3/1/2058 0:00,59554,3002,8753,11229,12965,11784
4/1/2058 0:00,48256,3548,7249,19331,28742,10810
5/1/2058 0:00,25886,2760,4273,11349,14660,7054
6/1/2058 0:00,18230,819.9,3254,9455,6723,4150
7/1/2058 0:00,16743,519.8,6997,3647,2533,7623
8/1/2058 0:00,8113,348.2,4468,2978,2051,4932
9/1/2058 0:00,9235,859.5,4798,3132,1705,5765
10/1/2058 0:00,9748,428,3492,3081,872,4022
11/1/2058 0:00,10920,359.7,3788,2790,629.9,4191
12/1/2058 0:00,44961,1165,6818,2091,1585,8074
1/1/2059 0:00,78241,7733,11249,9551,6886,19114
2/1/2059 0:00,62145,2710,9098,6034,5007,11835
3/1/2059 0:00,42948,1673,6544,5066,4385,8241
4/1/2059 0:00,21613,664.1,3704,2968,2740,4377
5/1/2059 0:00,14107,409.3,2706,2551,2370,3139
6/1/2059 0:00,14856,264.2,2805,1877,1257,3144
7/1/2059 0:00,23008,396.1,8832,1335,866.5,9335
8/1/2059 0:00,12707,377.8,5814,1838,1225,6325
9/1/2059 0:00,8320,239.4,4529,1920,1040,4892
10/1/2059 0:00,9202,274.9,3377,2020,545.3,3723
11/1/2059 0:00,28398,1688,4618,3456,755.2,6436
12/1/2059 0:00,44135,2262,6708,2570,1339,9057
1/1/2060 0:00,52236,2410,7779,3009,2256,10209
2/1/2060 0:00,19050,855,3364,2976,2593,4229
3/1/2060 0:00,42465,1305,6479,3439,3081,7802
4/1/2060 0:00,27814,727.7,4529,2785,2581,5277
5/1/2060 0:00,17028,484.3,3095,2222,2082,3590
6/1/2060 0:00,18121,309.4,3240,1333,869.7,3614
7/1/2060 0:00,20856,363.9,8202,1048,662.9,8661
8/1/2060 0:00,16251,347.5,6853,1347,879.1,7309
9/1/2060 0:00,10186,242.7,5077,1454,787,5438
10/1/2060 0:00,11499,245.3,3859,2099,571.9,4164
11/1/2060 0:00,16558,342.4,4988,1230,261.8,5388
12/1/2060 0:00,18523,829.1,3299,1252,948.4,4192
1/1/2061 0:00,18292,660.5,3265,1144,895.2,3947
2/1/2061 0:00,24337,1118,4069,951.2,901.1,5211
3/1/2061 0:00,28961,746.8,4682,1727,1653,5435
4/1/2061 0:00,19653,612.1,3444,2289,2152,4076
5/1/2061 0:00,11055,398.9,2300,1938,1836,2762
6/1/2061 0:00,15986,152.6,2956,993.3,635,3158
7/1/2061 0:00,18094,293.5,7392,963,609.8,7799
8/1/2061 0:00,7523,298.8,4295,1147,743.3,4718
9/1/2061 0:00,8870,558.7,4691,1387,755.4,5364
10/1/2061 0:00,9995,440.6,3546,1701,445,4074
11/1/2061 0:00,18104,975.6,5330,2898,734.1,6397
12/1/2061 0:00,17422,623,3150,971.6,900.1,3812
1/1/2062 0:00,48968,3130,7359,2209,1224,10649
2/1/2062 0:00,74726,4660,10781,3446,1874,15559
3/1/2062 0:00,50759,1756,7585,2307,1676,9377
4/1/2062 0:00,36708,1954,5712,4185,3824,7677
5/1/2062 0:00,15510,760.7,2892,4092,3743,3674
6/1/2062 0:00,19639,320.9,3442,1275,822,3847
7/1/2062 0:00,19879,419.6,7916,1629,1076,8454
8/1/2062 0:00,10062,395,5039,1919,1288,5552
9/1/2062 0:00,9153,238.6,4773,1711,926.4,5116
10/1/2062 0:00,10084,416,3563,2543,706.6,4064
11/1/2062 0:00,40112,1652,6172,2459,489.5,7932
12/1/2062 0:00,73851,4574,10660,2453,1572,15315
1/1/2063 0:00,73796,3951,10650,4839,3466,14650
2/1/2063 0:00,44787,1539,6788,4716,4166,8342
3/1/2063 0:00,74498,3066,10743,6228,5250,13859
4/1/2063 0:00,46944,1910,7074,4233,3863,8999
5/1/2063 0:00,31176,2086,4976,3659,3357,7082
6/1/2063 0:00,18272,374.7,3260,1656,1098,3706
7/1/2063 0:00,18740,546.8,7583,1417,922.4,8232
8/1/2063 0:00,15772,258.5,6712,1669,1109,7062
9/1/2063 0:00,9338,281.2,4828,2101,1139,5229
10/1/2063 0:00,10453,367.6,3640,2493,690.9,4092
11/1/2063 0:00,13764,420.5,4394,2878,584.4,4876
12/1/2063 0:00,18342,718.4,3274,1369,1108,4046
1/1/2064 0:00,12532,434.4,2497,1687,1606,2944
2/1/2064 0:00,36980,1919,5761,3381,2584,7805
3/1/2064 0:00,71341,2560,10325,6626,4848,12946
4/1/2064 0:00,43436,1515,6608,4904,4463,8137
5/1/2064 0:00,31779,3322,5056,3983,3649,8387
6/1/2064 0:00,18069,488.5,3233,3464,2404,3793
7/1/2064 0:00,19238,420.9,7728,1880,1261,8251
8/1/2064 0:00,13139,254.4,5941,1971,1327,6307
9/1/2064 0:00,9372,316.1,4838,2333,1268,5255
10/1/2064 0:00,15793,428.3,4766,2968,831.9,5290
11/1/2064 0:00,14747,573.7,4602,3293,680.5,5206
12/1/2064 0:00,12176,349.3,2449,1634,1553,2808
1/1/2065 0:00,9549,284.7,2100,1481,1432,2395
2/1/2065 0:00,12349,235.3,2473,1308,1276,2730
3/1/2065 0:00,16508,321.7,3026,850.6,837.5,3396
4/1/2065 0:00,14566,305.5,2768,1421,1374,3095
5/1/2065 0:00,7927,300.3,1884,1411,1367,2245
6/1/2065 0:00,8405,193,1947,921,578.2,2234
7/1/2065 0:00,15023,278.6,6493,942,595.6,6869
8/1/2065 0:00,7300,278.3,4230,1093,705,4629
9/1/2065 0:00,11933,174.5,5589,1240,678.5,5849
10/1/2065 0:00,9539,131.2,3447,1624,426.7,3660
11/1/2065 0:00,7138,145.8,2981,1487,385.3,3142
12/1/2065 0:00,7656,136.9,1848,637.4,678,1998
1/1/2066 0:00,10845,236.5,2274,728.7,708.9,2536
2/1/2066 0:00,8525,82.64,1965,642.7,689.2,2059
3/1/2066 0:00,8550,270.4,1969,848,829,2276
4/1/2066 0:00,8067,146.6,1903,1002,1013,2084
5/1/2066 0:00,6038,202.3,1633,1485,1437,1881
6/1/2066 0:00,6897,146.8,1747,684.2,421.7,1946
7/1/2066 0:00,8472,191.9,4573,799.7,500.2,4867
8/1/2066 0:00,6742,135.9,4066,1096,714.8,4323
9/1/2066 0:00,7075,193.8,4165,1194,655.1,4481
10/1/2066 0:00,11738,175.8,3910,1459,380.3,4132
11/1/2066 0:00,11498,583.4,3916,1119,218.6,4580
12/1/2066 0:00,17225,726.7,3126,977.3,839,3912
1/1/2067 0:00,73906,5215,10678,2188,1439,16082
2/1/2067 0:00,49114,2848,7370,4287,3541,10302
3/1/2067 0:00,73144,4639,10565,7192,5824,15274
4/1/2067 0:00,48456,2508,7277,8746,9087,9810
5/1/2067 0:00,26102,1677,4301,9009,9683,6000
6/1/2067 0:00,16703,313.9,3051,5199,3662,3425
7/1/2067 0:00,19211,370.9,7720,1774,1189,8194
8/1/2067 0:00,15343,184.5,6587,1915,1290,6878
9/1/2067 0:00,10037,323,5033,2340,1273,5475
10/1/2067 0:00,10654,319.6,3682,2908,825.7,4069
11/1/2067 0:00,12873,534.8,4208,3064,561.1,4830
12/1/2067 0:00,11385,265.9,2345,989.7,972,2629
1/1/2068 0:00,18396,1172,3286,2000,1581,4558
2/1/2068 0:00,30579,2108,4906,5247,3716,7105
3/1/2068 0:00,44722,2494,6781,6849,5648,9311
4/1/2068 0:00,26696,1315,4381,4740,4323,5707
5/1/2068 0:00,15374,647.1,2874,3573,3286,3542
6/1/2068 0:00,19679,264.9,3447,1874,1261,3781
7/1/2068 0:00,10026,320.7,5029,1502,991.8,5464
8/1/2068 0:00,9917,329.1,4996,1895,1277,5422
9/1/2068 0:00,8393,618.7,4551,1632,885.4,5282
10/1/2068 0:00,9660,510.2,3475,2332,634.8,4095
11/1/2068 0:00,14181,510.2,4485,2890,708.7,5058
12/1/2068 0:00,21140,1080,3649,1667,1296,4805
1/1/2069 0:00,47691,4371,7182,8286,6243,11655
2/1/2069 0:00,75023,8586,10825,14014,15562,19600
3/1/2069 0:00,44431,1795,6742,8332,7298,8569
4/1/2069 0:00,29124,1146,4704,8770,9123,5866
5/1/2069 0:00,14762,694,2793,3881,3551,3508
6/1/2069 0:00,18297,469.9,3263,7843,5557,3801
7/1/2069 0:00,17974,370.4,7358,2841,1949,7822
8/1/2069 0:00,8762,167.4,4658,2311,1569,4930
9/1/2069 0:00,9515,406,4880,2678,1455,5386
10/1/2069 0:00,8232,234.6,3172,2657,743.8,3485
11/1/2069 0:00,9199,233.1,3420,2418,603.6,3692
12/1/2069 0:00,14419,547.7,2751,1548,1345,3344
1/1/2070 0:00,23650,1031,3984,2187,1770,5104
2/1/2070 0:00,20337,592.1,3536,1692,1601,4146
3/1/2070 0:00,34860,977.5,5470,2466,2202,6486
4/1/2070 0:00,21829,627.7,3734,3247,2995,4371
5/1/2070 0:00,11103,392.8,2306,2047,1926,2740
6/1/2070 0:00,15381,323.7,2875,1273,829.7,3266
7/1/2070 0:00,18251,250,7438,1146,733.9,7801
8/1/2070 0:00,13229,300.3,5967,1316,856,6394
9/1/2070 0:00,8367,244.1,4543,1290,699.3,4912
10/1/2070 0:00,10507,450.5,3653,2137,577.1,4169
11/1/2070 0:00,43366,3180,6607,3176,697.1,9895
12/1/2070 0:00,74474,5571,10741,2148,1068,16370
1/1/2071 0:00,52838,5912,7868,5656,3513,13901
2/1/2071 0:00,66214,5394,9642,10066,9050,15099
3/1/2071 0:00,63029,4755,9222,8825,6554,14073
4/1/2071 0:00,74363,6710,10729,12604,16363,17542
5/1/2071 0:00,41492,4507,6349,9603,10909,10866
6/1/2071 0:00,17191,952.7,3116,7740,5478,4139
7/1/2071 0:00,15182,315.9,6539,4513,3152,6943
8/1/2071 0:00,13015,594.3,5904,3268,2252,6608
9/1/2071 0:00,18001,393,7370,3899,2112,7894
10/1/2071 0:00,24581,1459,6617,6509,1832,8145
11/1/2071 0:00,39256,4096,6060,12215,3033,10284
12/1/2071 0:00,52298,3373,7791,9767,8898,11232
1/1/2072 0:00,75116,8535,10831,15368,19141,19492
2/1/2072 0:00,75702,7805,10910,18036,21903,18831
3/1/2072 0:00,75260,9216,10852,16668,19833,20192
4/1/2072 0:00,53784,4704,7988,11617,14945,12745
5/1/2072 0:00,44040,5889,6688,16613,24004,12589
6/1/2072 0:00,18310,1020,3265,17957,12835,4314
7/1/2072 0:00,14209,802.4,6254,7556,5329,7159
8/1/2072 0:00,12194,627.4,5664,4291,2973,6422
9/1/2072 0:00,22548,1560,8699,4446,2411,10363
10/1/2072 0:00,21755,508.2,6018,5221,1420,6591
11/1/2072 0:00,68972,3224,10013,8261,1749,13362
12/1/2072 0:00,74997,7117,10817,10172,8120,18063
1/1/2073 0:00,53702,4236,7974,9953,9984,12229
2/1/2073 0:00,32432,1672,5145,5701,5093,6835
3/1/2073 0:00,40801,2506,6257,4385,3927,8775
4/1/2073 0:00,26223,1272,4318,4398,3993,5609
5/1/2073 0:00,14455,845.1,2752,2515,2319,3620
6/1/2073 0:00,15606,535,2905,1818,1200,3512
7/1/2073 0:00,22760,640.9,8760,1528,991.3,9501
8/1/2073 0:00,8725,557.3,4647,1759,1153,5361
9/1/2073 0:00,9113,1018,4762,1740,931.7,5884
10/1/2073 0:00,12624,465.6,4098,2589,715.5,4661
11/1/2073 0:00,35839,1762,5604,3746,716.2,7443
12/1/2073 0:00,27262,782.5,4458,2902,2382,5264
1/1/2074 0:00,17465,576.7,3154,2103,1956,3743
2/1/2074 0:00,20168,886.7,3515,2027,1784,4441
3/1/2074 0:00,28844,1162,4669,2072,1862,5862
4/1/2074 0:00,22046,865.2,3762,2587,2396,4636
5/1/2074 0:00,14447,420,2751,1791,1689,3194
6/1/2074 0:00,14835,319.6,2803,1318,849.1,3204
7/1/2074 0:00,19746,342.2,7877,1377,890.9,8333
8/1/2074 0:00,14855,216.1,6443,1408,913.9,6790
9/1/2074 0:00,9615,362.8,4909,1528,821.3,5386
10/1/2074 0:00,12300,493.4,4029,2123,577.3,4558
11/1/2074 0:00,15082,1343,4682,2702,695.7,6120
12/1/2074 0:00,15112,1215,2844,1181,1031,4108
1/1/2075 0:00,28720,2268,4655,2730,2322,6972
2/1/2075 0:00,77870,13551,11208,13465,11005,24992
3/1/2075 0:00,75191,7337,10838,19366,26809,18254
4/1/2075 0:00,35904,2045,5606,8422,7577,7666
5/1/2075 0:00,15704,1407,2918,4662,4234,4347
6/1/2075 0:00,15667,417.9,2913,3439,2372,3403
7/1/2075 0:00,19332,333,7755,1654,1085,8194
8/1/2075 0:00,10118,378.1,5056,1954,1301,5545
9/1/2075 0:00,10505,402.1,5170,2235,1201,5708
10/1/2075 0:00,11619,263.5,3885,2844,799.9,4177
11/1/2075 0:00,13426,291.7,4320,2324,485.8,4672
12/1/2075 0:00,13239,197.3,2591,842.9,843.7,2799
1/1/2076 0:00,17680,265.4,3183,1067,1025,3466
2/1/2076 0:00,19364,775,3411,1697,1412,4255
3/1/2076 0:00,34022,877.3,5359,1777,1581,6276
4/1/2076 0:00,17508,420.2,3159,2046,1921,3587
5/1/2076 0:00,8564,293.6,1969,1459,1399,2286
6/1/2076 0:00,9827,252.3,2137,1021,639.4,2487
7/1/2076 0:00,11569,297.2,5481,1126,717.1,5888
8/1/2076 0:00,7108,302.5,4174,1217,781.4,4600
9/1/2076 0:00,7717,233.6,4353,1254,677,4691
10/1/2076 0:00,8553,185,3240,1787,473.5,3503
11/1/2076 0:00,9295,261.4,3444,1465,361.5,3731
12/1/2076 0:00,15740,499.3,2929,955.6,800,3494
1/1/2077 0:00,25976,788.3,4291,1154,930.3,5145
2/1/2077 0:00,16884,389.6,3076,918.1,919.1,3479
3/1/2077 0:00,15041,285.4,2830,1363,1321,3124
4/1/2077 0:00,13422,343.2,2616,1655,1566,2989
5/1/2077 0:00,6610,246.3,1709,1381,1333,2005
6/1/2077 0:00,8967,152.9,2022,1015,646.8,2220
7/1/2077 0:00,12991,237.8,5897,918.5,574,6230
8/1/2077 0:00,8261,202.7,4511,1212,786.6,4834
9/1/2077 0:00,6714,261,4058,1278,692.2,4450
10/1/2077 0:00,9537,198.5,3447,1675,441.7,3710
11/1/2077 0:00,13529,333.7,4345,1806,473.3,4698
12/1/2077 0:00,14575,541.7,2772,957.6,869.2,3368
1/1/2078 0:00,13618,305,2642,756.8,786.2,2961
2/1/2078 0:00,12047,259.6,2433,769,789.6,2708
3/1/2078 0:00,51608,1642,7699,1423,1306,9378
4/1/2078 0:00,35368,854.8,5534,1633,1573,6399
5/1/2078 0:00,16798,408.8,3064,1322,1293,3527
6/1/2078 0:00,15343,197.9,2870,831.4,521.5,3134
7/1/2078 0:00,17250,283.4,7145,963.7,615.3,7533
8/1/2078 0:00,12723,307.4,5819,1171,763.7,6246
9/1/2078 0:00,12612,398.5,5792,1373,736.8,6323
10/1/2078 0:00,13236,314.1,4228,2147,584.3,4598
11/1/2078 0:00,11866,496.8,3991,1340,326.3,4532
12/1/2078 0:00,10360,273.4,2208,537.5,605.9,2496
1/1/2079 0:00,17113,725.3,3111,868.4,710.2,3896
2/1/2079 0:00,14267,815.6,2733,947.1,800.1,3617
3/1/2079 0:00,19406,582.1,3412,610.3,665.2,4005
4/1/2079 0:00,13099,345.7,2572,1115,1117,2928
5/1/2079 0:00,8932,481.7,2018,947.7,950.4,2569
6/1/2079 0:00,11986,253.2,2424,748.6,467.7,2729
7/1/2079 0:00,9130,256.1,4766,818.4,514.4,5117
8/1/2079 0:00,9448,167.1,4859,1051,678.9,5146
9/1/2079 0:00,6692,199.5,4053,1230,676,4375
10/1/2079 0:00,9099,100.5,3354,1518,397.9,3518
11/1/2079 0:00,8165,171.7,3200,1157,285.4,3421
12/1/2079 0:00,8647,191.8,1981,595.2,643.9,2191
1/1/2080 0:00,7696,147.2,1854,465.4,547.7,2009
2/1/2080 0:00,12033,234.7,2433,688.1,662.5,2715
3/1/2080 0:00,23644,1329,3987,2555,1979,5446
4/1/2080 0:00,14165,804.2,2715,2056,1953,3532
5/1/2080 0:00,10254,419,2193,1074,1082,2634
6/1/2080 0:00,11266,175.2,2328,882.7,564.3,2563
7/1/2080 0:00,8994,202.6,4726,822.6,518.7,5013
8/1/2080 0:00,7059,147.4,4159,1155,758.1,4416
9/1/2080 0:00,7361,259.9,4249,1125,618.8,4622
10/1/2080 0:00,8411,172.4,3211,1987,542.4,3465
11/1/2080 0:00,8679,225.2,3310,1522,398.6,3589
12/1/2080 0:00,11962,351,2423,764.1,734.1,2806
1/1/2081 0:00,11986,226.1,2426,702.8,720.8,2674
2/1/2081 0:00,23337,1378,3947,2152,1582,5463
3/1/2081 0:00,18567,772.3,3303,1602,1486,4113
4/1/2081 0:00,16387,282.6,3010,1677,1616,3302
5/1/2081 0:00,11908,195.8,2413,1039,1049,2631
6/1/2081 0:00,9066,232,2035,844.9,532.8,2358
7/1/2081 0:00,10046,235,5034,907.7,576.1,5375
8/1/2081 0:00,6553,249.2,4011,992,637.4,4395
9/1/2081 0:00,7587,216.8,4314,1069,588.5,4637
10/1/2081 0:00,8126,301.4,3152,1875,500,3542
11/1/2081 0:00,8551,143,3282,1620,430.4,3435
12/1/2081 0:00,15971,1005,2962,1219,943.2,4056
1/1/2082 0:00,48662,4603,7322,2877,2015,12134
2/1/2082 0:00,52158,5144,7780,3818,2838,13053
3/1/2082 0:00,74648,5505,10761,5790,4962,16299
4/1/2082 0:00,38380,1414,5935,3586,3297,7362
5/1/2082 0:00,21726,712.6,3719,3568,3282,4453
6/1/2082 0:00,17305,714.2,3132,2685,1841,3917
7/1/2082 0:00,19657,431,7851,1807,1214,8359
8/1/2082 0:00,14667,188.9,6388,1651,1100,6684
9/1/2082 0:00,8929,274.6,4708,1639,889.1,5104
10/1/2082 0:00,13887,177.4,4362,2285,629.8,4607
11/1/2082 0:00,13143,340.1,4265,2590,586.9,4654
12/1/2082 0:00,15082,197.4,2838,970.3,926.6,3059
1/1/2083 0:00,16515,331.2,3029,972.4,907.3,3389
2/1/2083 0:00,22060,560.1,3768,1287,1135,4373
3/1/2083 0:00,18956,335.7,3351,1754,1675,3696
4/1/2083 0:00,13686,262.2,2650,1441,1391,2951
5/1/2083 0:00,7063,277.5,1770,1548,1486,2073
6/1/2083 0:00,12433,133.3,2483,986.5,629.6,2676
7/1/2083 0:00,16997,150.3,7071,926.1,583.9,7324
8/1/2083 0:00,14840,257.3,6439,1139,733.9,6812
9/1/2083 0:00,9629,293.9,4913,1249,680.9,5308
10/1/2083 0:00,12529,320.6,4077,1594,416.8,4487
11/1/2083 0:00,12655,724.2,4164,1987,499.9,4971
12/1/2083 0:00,14636,828.5,2780,873.2,824.8,3641
1/1/2084 0:00,75876,7603,10944,3830,2024,18763
2/1/2084 0:00,74418,6656,10729,6738,5852,17412
3/1/2084 0:00,75635,8924,10903,11327,9637,19967
4/1/2084 0:00,70887,4779,10260,10982,13851,15059
5/1/2084 0:00,42004,6441,6417,9673,11064,12881
6/1/2084 0:00,36272,1197,5654,13117,9363,6897
7/1/2084 0:00,13264,639.2,5978,9081,6450,6709
8/1/2084 0:00,16371,487.4,6888,3153,2175,7484
9/1/2084 0:00,17626,738.8,7256,2484,1348,8096
10/1/2084 0:00,16447,388.3,4901,3654,887.5,5372
11/1/2084 0:00,13990,330.1,4440,3548,597.1,4800
12/1/2084 0:00,25651,1395,4252,2079,1523,5780
1/1/2085 0:00,57854,2162,8531,2711,1980,10758
2/1/2085 0:00,75026,5932,10821,8840,6542,16886
3/1/2085 0:00,52472,2543,7812,6604,5631,10392
4/1/2085 0:00,40390,2963,6204,5894,5309,9199
5/1/2085 0:00,34416,2077,5410,4154,3746,7539
6/1/2085 0:00,18371,550.3,3273,3047,2097,3865
7/1/2085 0:00,16929,507.4,7051,3129,2152,7654
8/1/2085 0:00,9776,473.6,4955,2281,1542,5548
9/1/2085 0:00,9956,272.9,5008,2374,1285,5387
10/1/2085 0:00,13150,487.4,4209,3027,848.1,4783
11/1/2085 0:00,17129,971.6,5112,4199,930.3,6155
12/1/2085 0:00,75805,7614,10923,8103,5678,18642
1/1/2086 0:00,77868,12485,11205,21515,26231,23890
2/1/2086 0:00,41226,4152,6315,11380,13490,10492
3/1/2086 0:00,45522,2913,6884,13143,17976,9806
4/1/2086 0:00,24157,687.2,4043,5510,4992,4749
5/1/2086 0:00,13188,512.3,2584,3776,3447,3146
6/1/2086 0:00,15323,377.3,2868,2889,1978,3322
7/1/2086 0:00,20554,515.2,8113,1350,869.2,8731
8/1/2086 0:00,9024,498.5,4735,1665,1094,5355
9/1/2086 0:00,9538,279.4,4887,1971,1063,5270
10/1/2086 0:00,14376,421.7,4465,2687,749.9,4966
11/1/2086 0:00,18722,999.5,5458,2484,630.3,6544
12/1/2086 0:00,24892,753,4144,1286,1174,4937
1/1/2087 0:00,73300,2244,10587,3298,2413,12905
2/1/2087 0:00,75859,8464,10945,10780,6382,19676
3/1/2087 0:00,74405,4653,10729,8676,6763,15418
4/1/2087 0:00,47291,1926,7121,8651,8822,9069
5/1/2087 0:00,44856,4211,6798,8319,8057,11051
6/1/2087 0:00,54548,2821,8085,17647,12618,10918
7/1/2087 0:00,20597,811,8126,14918,10647,9007
8/1/2087 0:00,18831,572.3,7608,3742,2584,8305
9/1/2087 0:00,23717,1676,9042,3367,1820,10847
10/1/2087 0:00,20249,433.2,5701,4427,1088,6183
11/1/2087 0:00,32799,841,5195,4214,767.2,6106
12/1/2087 0:00,32009,638.4,5089,2232,2000,5744
1/1/2088 0:00,53599,2985,7961,5533,4689,10971
2/1/2088 0:00,71727,5483,10378,6600,4497,15942
3/1/2088 0:00,58200,2129,8573,4707,3976,10725
4/1/2088 0:00,39800,1304,6124,3815,3482,7440
5/1/2088 0:00,24881,2101,4139,2662,2461,6261
6/1/2088 0:00,16807,485.6,3065,1749,1158,3629
7/1/2088 0:00,20198,490.8,8009,1532,1003,8592
8/1/2088 0:00,9540,459.1,4886,1800,1194,5462
9/1/2088 0:00,10439,726,5151,2002,1081,5973
10/1/2088 0:00,13826,413.5,4349,2450,677.2,4828
11/1/2088 0:00,18091,539.5,5316,2677,613.4,5924
12/1/2088 0:00,13942,435,2684,956.7,954.8,3130
1/1/2089 0:00,32271,1540,5131,2114,1582,6765
2/1/2089 0:00,75409,6578,10875,9898,6929,17611
3/1/2089 0:00,60704,2126,8907,5961,5062,11068
4/1/2089 0:00,42996,1212,6549,5179,4689,7781
5/1/2089 0:00,15385,811,2876,3036,2794,3711
6/1/2089 0:00,16352,440.9,3004,1719,1139,3516
7/1/2089 0:00,19888,290.8,7918,1577,1035,8317
8/1/2089 0:00,12358,531.6,5712,1865,1242,6359
9/1/2089 0:00,10127,365.6,5059,1949,1051,5538
10/1/2089 0:00,14976,357.5,4593,2731,762.7,5025
11/1/2089 0:00,13624,432.4,4364,2669,635.4,4827
12/1/2089 0:00,12017,380.8,2428,933.5,910.6,2819
1/1/2090 0:00,18070,647.1,3237,1236,1093,3927
2/1/2090 0:00,20260,1071,3532,1552,1267,4678
3/1/2090 0:00,29248,1055,4723,3899,3495,5812
4/1/2090 0:00,20080,733.2,3501,3131,2885,4248
5/1/2090 0:00,10642,522.3,2245,1865,1758,2805
6/1/2090 0:00,15220,209.3,2854,1396,911.9,3142
7/1/2090 0:00,11810,215.3,5551,1290,833.9,5883
8/1/2090 0:00,7712,402.7,4351,1263,813.6,4875
9/1/2090 0:00,8069,225.3,4456,1484,803,4783
10/1/2090 0:00,8369,300.7,3201,2214,606.8,3581
11/1/2090 0:00,15201,541.5,4703,2337,619,5301
12/1/2090 0:00,28285,1372,4602,1878,1313,6086
1/1/2091 0:00,31745,1094,5056,1777,1169,6191
2/1/2091 0:00,29329,1235,4732,1228,1120,5983
3/1/2091 0:00,30604,1368,4902,1265,1127,6288
4/1/2091 0:00,22300,828.9,3796,1944,1835,4635
5/1/2091 0:00,13694,531.4,2651,1950,1838,3217
6/1/2091 0:00,14771,384.4,2794,1309,855.4,3235
7/1/2091 0:00,18115,395.5,7399,1156,741.1,7899
8/1/2091 0:00,11483,374.7,5455,1383,905.1,5954
9/1/2091 0:00,8923,229.9,4706,1330,716.3,5060
10/1/2091 0:00,8922,241.4,3317,1868,499.5,3638
11/1/2091 0:00,11350,570.3,3883,2151,491.4,4499
12/1/2091 0:00,45943,1555,6954,2152,1439,8661
1/1/2092 0:00,65610,880.9,9559,1124,907.7,10468
2/1/2092 0:00,21891,710.6,3743,1179,1124,4473
3/1/2092 0:00,37335,840.7,5798,1229,1130,6670
4/1/2092 0:00,34899,1127,5474,3628,3315,6627
