"date is the CalLite-CV date column, the next column with the name of a CalLite-CV element is the LocalInflow data from the CT_noCC run for the CalLite-CV element from which we're going to be deriving these DSM stream flow time series in cfs (I couldn't find an output file in the Basin Study documentation for this like I did for the Outflow data in the master csv but spot checks indicated that the GoldSim model file I'm pulling these from have identical data to those outputs), cs_date is for my reference to avoid screwing up the 10/2014=10/1925 matching and it sounds like you can use it for something too, and the CalSim II records corresponding to the local inflows to the CalLite-CV element are listed afterward (I've got them in cfs now, to match the CalLite-CV data). 'matches for other csvs.csv' contains the mappings between the DSM streams and CalSim II elements, as a one-stop summary for which DSM streams are showing up in which specific .csvs like this one. I renamed the CalSim II elements that map to DSM streams in this csv; everything that still has a CalSim II name is one of the elements that contributes to the total (the denominator) but is NOT a DSM stream. The CalSim II run I'm using at the moment is the most recent representation of current operations I've received; probably we'll be choosing a different baseline in the future but the matches csv mentioned above contains the CalSim II match for DSM streams, so I can go back and re-pull those time series if/when necessary. C17603 is Sites Reservoir outflows into the Sacramento in this region; it's zeroed out in the run I'm using but that should be re-checked if a different run is used. NOTE that matching 2014 to 1925 results in the last ~7 years of the CalLite-CV run not having an equivalent CS2 number... EXAMPLE CALCULATION: For 10/2014, Elder Creek has 13.8 cfs, the total of all WiSl inflows sum(D3:M3)=550.4, and 13.8/550.4=0.025155, the fraction of total CalSim II inflow in Elder Creek. Applying that fraction to the CalLite-CV WilkinsSlough LocalInflow number we get Elder Creek DSM flow = 0.25155*189.9=4.78 cfs.",,,,,,,,,,,,,,
date,WilkinsSlough,cs_date,Elder Creek,Thomes Creek,Antelope Creek,Mill Creek,Deer Creek,Big Chico Creek,Stony Creek,C184A,I118,I123,,
8/1/2055 0:00,944.4,31Aug1966,1.7,5.0,29.1,95.8,91.8,18.9,0,1197.0,0,306,,
9/1/2055 0:00,927.1,30Sep1966,2.2,4.7,31.6,91.7,91.0,20.8,23,305.1,0,576,,
10/1/2055 0:00,775.7,31Oct1966,2.4,4.0,33.6,87.6,91.5,20.9,0,0.0,0,0,,
11/1/2055 0:00,2173,30Nov1966,91.8,283.6,162.1,301.7,385.4,139.7,11,762.0,921,0,,
12/1/2055 0:00,3635,31Dec1966,222.5,700.6,266.8,441.1,575.7,332.8,780,0.0,1732,2496,,
1/1/2056 0:00,10939,31Jan1967,438.6,834.3,420.3,603.4,832.5,644.6,2590,0.0,769,0,,
2/1/2056 0:00,3004,28Feb1967,216.9,597.5,183.0,362.7,525.2,259.5,450,0.0,3344,5279,,
3/1/2056 0:00,2809,31Mar1967,133.5,398.0,305.1,497.7,798.8,419.8,165,0.0,496,709,,
4/1/2056 0:00,3472,30Apr1967,232.8,362.3,367.1,505.6,762.9,451.9,132,0.0,571,978,,
5/1/2056 0:00,3540,31May1967,201.1,898.8,311.0,800.9,1054.4,253.7,299,0.0,0,934,,
6/1/2056 0:00,2088,30Jun1967,126.5,363.6,184.5,653.3,462.9,71.3,148,1460.0,0,1128,,
7/1/2056 0:00,1184,31Jul1967,24.3,53.9,59.2,290.6,179.6,35.2,11,728.7,0,194,,
8/1/2056 0:00,1219,31Aug1967,9.8,16.3,42.3,142.6,134.8,26.1,12,711.0,0,608,,
9/1/2056 0:00,1047,30Sep1967,5.7,8.6,40.5,119.9,120.3,23.2,23,64.0,0,684,,
10/1/2056 0:00,937.1,31Oct1967,7.4,22.1,44.6,127.1,124.7,27.7,189,0.0,0,797,,
11/1/2056 0:00,971.7,30Nov1967,10.7,33.5,49.1,135.3,130.7,35.1,295,18.1,0,950,,
12/1/2056 0:00,1555,31Dec1967,28.2,129.9,88.1,175.1,168.8,70.8,54,343.4,0,1101,,
1/1/2057 0:00,4438,31Jan1968,145.7,811.6,308.6,436.2,473.7,202.1,1204,446.0,1181,216,,
2/1/2057 0:00,6138,29Feb1968,323.1,1190.7,339.8,647.2,928.5,456.3,1637,0.0,602,2342,,
3/1/2057 0:00,3453,31Mar1968,96.9,422.8,185.5,372.4,537.1,215.4,22,303.0,1080,3726,,
4/1/2057 0:00,1827,30Apr1968,54.1,282.4,99.5,297.0,351.8,72.2,30,738.9,0,1427,,
5/1/2057 0:00,1379,31May1968,29.1,144.5,78.4,288.0,217.7,39.5,28,1366.0,0,1295,,
6/1/2057 0:00,1073,30Jun1968,11.5,42.4,45.6,209.7,134.1,27.9,0,836.0,0,355,,
7/1/2057 0:00,1099,31Jul1968,3.0,14.5,35.7,126.8,101.4,22.3,0,1008.7,0,148,,
8/1/2057 0:00,1031,31Aug1968,3.4,9.3,45.0,125.7,102.7,24.3,0,1388.7,0,1065,,
9/1/2057 0:00,1027,30Sep1968,1.7,6.2,34.3,95.4,92.5,21.3,23,324.0,0,692,,
10/1/2057 0:00,988.2,31Oct1968,3.5,9.6,45.9,134.0,122.3,32.5,4,0.0,119,546,,
11/1/2057 0:00,1448,30Nov1968,13.0,74.4,97.1,221.1,187.3,57.7,11,287.6,0,815,,
12/1/2057 0:00,4652,31Dec1968,143.7,268.4,438.7,518.9,595.1,296.0,10,0.0,2173,795,,
1/1/2058 0:00,15697,31Jan1969,618.5,1797.4,1013.2,1363.8,2187.5,1312.5,4172,0.0,3230,3615,,
2/1/2058 0:00,13518,28Feb1969,575.2,851.8,636.9,719.8,1139.2,808.8,3635,0.0,4433,3686,,
3/1/2058 0:00,6054,31Mar1969,355.4,1145.3,233.7,381.2,570.2,301.9,583,0.0,2321,2404,,
4/1/2058 0:00,3043,30Apr1969,304.9,2015.7,289.2,624.2,985.5,283.1,260,0.0,0,1222,,
5/1/2058 0:00,2598,31May1969,192.1,1284.5,327.2,872.5,960.5,103.1,101,611.3,0,0,,
6/1/2058 0:00,1609,30Jun1969,42.2,254.0,125.0,522.8,371.3,52.4,12,1055.1,131,97,,
7/1/2058 0:00,1409,31Jul1969,12.8,47.1,57.2,249.6,192.0,36.0,11,694.4,0,0,,
8/1/2058 0:00,1246,31Aug1969,4.7,14.5,45.7,150.2,149.9,29.4,12,800.0,0,0,,
9/1/2058 0:00,1318,30Sep1969,3.9,8.7,43.3,129.5,133.7,27.2,23,249.9,0,506,,
10/1/2058 0:00,1396,31Oct1969,5.9,14.3,58.9,155.8,152.7,34.9,34,5.2,0,621,,
11/1/2058 0:00,1190,30Nov1969,9.9,32.9,74.8,178.7,171.5,44.4,212,181.5,0,526,,
12/1/2058 0:00,6027,31Dec1969,200.4,990.6,543.9,898.4,926.4,438.1,1197,0.0,818,0,,
1/1/2059 0:00,20596,31Jan1970,1000.0,3268.1,1342.7,2070.6,3023.2,1698.9,6978,0.0,0,4601,,
2/1/2059 0:00,7378,28Feb1970,232.4,585.3,337.0,498.0,832.2,342.1,1288,0.0,1979,4458,,
3/1/2059 0:00,3754,31Mar1970,222.0,552.4,396.5,628.5,878.5,368.3,25,0.0,1498,1543,,
4/1/2059 0:00,2191,30Apr1970,57.1,191.5,118.4,294.6,327.9,80.6,30,791.2,0,1186,,
5/1/2059 0:00,1838,31May1970,36.1,170.5,99.3,429.3,279.0,54.4,28,1377.2,0,950,,
6/1/2059 0:00,1478,30Jun1970,19.8,60.9,72.7,404.8,212.8,38.9,0,1047.2,0,266,,
7/1/2059 0:00,1503,31Jul1970,6.5,14.1,54.5,201.0,155.3,33.1,0,893.5,0,353,,
8/1/2059 0:00,1440,31Aug1970,2.7,5.9,48.1,134.3,129.0,29.5,0,1262.3,0,703,,
9/1/2059 0:00,1467,30Sep1970,2.3,5.1,48.5,125.5,121.1,26.5,23,616.4,0,756,,
10/1/2059 0:00,1347,31Oct1970,4.1,9.8,48.4,119.4,120.1,27.9,3,0.0,0,787,,
11/1/2059 0:00,4189,30Nov1970,106.2,285.0,311.0,478.1,449.1,176.6,11,922.1,69,0,,
12/1/2059 0:00,7806,31Dec1970,245.5,702.0,415.0,588.2,747.0,469.4,1380,0.0,3742,1956,,
1/1/2060 0:00,8668,31Jan1971,324.0,1351.6,313.9,477.6,603.7,329.5,1919,0.0,2407,70,,
2/1/2060 0:00,3112,28Feb1971,118.9,595.6,118.5,263.1,339.8,104.7,28,706.5,1106,1026,,
3/1/2060 0:00,3689,31Mar1971,237.3,915.6,313.7,560.8,835.1,393.4,458,0.0,0,0,,
4/1/2060 0:00,2476,30Apr1971,127.0,608.6,166.8,410.2,687.7,142.7,30,1389.6,556,3,,
5/1/2060 0:00,2846,31May1971,83.0,427.3,183.1,514.2,592.7,69.2,17,1109.5,0,158,,
6/1/2060 0:00,2157,30Jun1971,26.6,155.8,109.2,467.9,355.4,46.0,12,859.3,0,862,,
7/1/2060 0:00,1915,31Jul1971,9.0,37.0,57.0,266.4,190.7,32.5,11,610.9,0,634,,
8/1/2060 0:00,1488,31Aug1971,3.3,9.9,45.4,147.4,135.0,25.5,0,728.8,0,995,,
9/1/2060 0:00,1437,30Sep1971,2.6,6.5,43.3,127.7,123.5,25.5,23,312.8,0,950,,
10/1/2060 0:00,1317,31Oct1971,4.0,8.4,45.3,120.6,118.7,26.0,0,9.4,0,1064,,
11/1/2060 0:00,1278,30Nov1971,9.6,41.0,51.1,130.3,132.1,31.0,11,175.4,0,642,,
12/1/2060 0:00,2015,31Dec1971,26.3,88.5,96.2,194.3,214.9,76.5,11,580.8,0,934,,
1/1/2061 0:00,2331,31Jan1972,44.9,358.7,77.9,189.6,227.2,81.4,378,325.6,0,1303,,
2/1/2061 0:00,3152,29Feb1972,53.7,379.5,120.5,255.8,312.0,136.8,28,677.9,0,765,,
3/1/2061 0:00,2140,31Mar1972,85.4,818.5,154.5,461.7,607.9,104.6,0,899.6,0,1363,,
4/1/2061 0:00,2226,30Apr1972,43.6,267.2,157.2,359.1,503.1,137.5,30,1034.1,0,1030,,
5/1/2061 0:00,1801,31May1972,16.3,144.0,84.6,318.8,241.9,46.1,28,1114.5,0,893,,
6/1/2061 0:00,1327,30Jun1972,5.4,51.3,49.4,238.6,145.1,30.3,12,849.6,0,566,,
7/1/2061 0:00,1357,31Jul1972,0.9,10.0,36.7,123.2,106.2,21.3,0,852.3,0,598,,
8/1/2061 0:00,1286,31Aug1972,0.3,4.9,35.0,105.1,93.5,21.2,0,883.0,0,859,,
9/1/2061 0:00,1275,30Sep1972,1.9,12.0,43.2,103.4,97.9,22.2,12,409.4,0,587,,
10/1/2061 0:00,1335,31Oct1972,23.6,46.0,62.7,139.6,122.8,30.9,12,0.0,0,805,,
11/1/2061 0:00,2454,30Nov1972,164.0,191.2,163.4,262.7,272.9,106.8,35,1196.5,87,916,,
12/1/2061 0:00,2981,31Dec1972,181.8,622.9,145.5,289.3,302.9,114.3,859,0.0,545,1163,,
1/1/2062 0:00,9692,31Jan1973,423.9,962.6,513.4,682.9,912.9,630.6,2854,0.0,3708,3165,,
2/1/2062 0:00,12026,28Feb1973,514.6,720.1,481.4,617.0,876.9,631.7,3748,0.0,3797,1651,,
3/1/2062 0:00,5563,31Mar1973,301.4,591.2,293.7,385.5,612.6,391.8,701,0.0,3921,2228,,
4/1/2062 0:00,2298,30Apr1973,198.0,730.8,192.9,402.7,552.0,111.5,18,1981.2,0,1460,,
5/1/2062 0:00,1955,31May1973,91.4,386.9,193.3,554.1,472.8,55.3,28,570.2,0,651,,
6/1/2062 0:00,1591,30Jun1973,22.4,76.3,71.7,303.5,188.0,35.8,12,885.8,0,176,,
7/1/2062 0:00,1375,31Jul1973,7.4,15.7,44.9,151.6,126.4,27.1,11,1086.3,0,223,,
8/1/2062 0:00,1300,31Aug1973,3.3,5.4,40.8,117.9,109.5,23.0,0,1265.3,0,722,,
9/1/2062 0:00,1274,30Sep1973,3.5,6.1,41.5,112.3,108.2,26.7,23,597.5,0,627,,
10/1/2062 0:00,1480,31Oct1973,8.8,30.5,52.1,137.1,133.6,34.1,12,0.0,0,704,,
11/1/2062 0:00,4525,30Nov1973,312.0,879.9,513.4,1044.8,1079.2,656.9,1213,0.0,1807,0,,
12/1/2062 0:00,8237,31Dec1973,300.4,1115.5,414.7,651.5,874.1,488.0,2116,0.0,5084,0,,
1/1/2063 0:00,10889,31Jan1974,696.9,2303.6,799.7,1237.3,1786.3,794.1,3924,0.0,4378,1264,,
2/1/2063 0:00,5995,28Feb1974,136.0,377.2,210.5,344.7,527.8,229.2,344,0.0,1644,2164,,
3/1/2063 0:00,9267,31Mar1974,450.8,1249.9,665.2,1017.3,1679.1,986.0,2153,0.0,0,0,,
4/1/2063 0:00,4286,30Apr1974,332.2,878.0,409.0,654.1,1107.0,436.0,70,0.0,3522,5796,,
5/1/2063 0:00,3293,31May1974,109.2,409.3,214.6,615.1,615.5,89.5,28,524.4,0,283,,
6/1/2063 0:00,2263,30Jun1974,31.6,146.9,112.2,571.8,342.5,48.8,12,701.0,0,472,,
7/1/2063 0:00,1816,31Jul1974,17.4,46.6,69.6,329.8,218.1,40.4,11,933.9,0,979,,
8/1/2063 0:00,1729,31Aug1974,6.6,13.2,55.2,180.0,171.0,30.2,12,743.0,0,707,,
9/1/2063 0:00,1605,30Sep1974,4.2,6.2,51.0,140.3,145.6,29.1,23,491.8,0,1111,,
10/1/2063 0:00,1476,31Oct1974,6.4,9.5,56.5,134.0,147.7,30.7,14,0.0,0,873,,
11/1/2063 0:00,1270,30Nov1974,9.7,19.0,61.5,147.7,161.9,37.8,137,232.1,0,103,,
12/1/2063 0:00,2077,31Dec1974,58.5,89.2,97.1,167.0,199.3,66.2,84,606.0,854,158,,
1/1/2064 0:00,1865,31Jan1975,30.3,188.8,92.6,167.2,206.3,71.4,95,371.4,41,555,,
2/1/2064 0:00,5756,28Feb1975,340.3,935.6,510.2,627.2,871.9,524.1,2220,0.0,3983,1296,,
3/1/2064 0:00,9307,31Mar1975,644.9,1614.8,460.9,681.2,1079.4,692.9,3195,0.0,3975,0,,
4/1/2064 0:00,4489,30Apr1975,200.6,726.2,238.1,404.5,602.2,272.7,18,1363.7,1139,1277,,
5/1/2064 0:00,3364,31May1975,180.0,859.7,252.3,694.7,904.5,138.3,28,515.5,234,0,,
6/1/2064 0:00,1875,30Jun1975,43.4,255.0,159.4,572.0,421.4,50.7,12,703.0,0,0,,
7/1/2064 0:00,1544,31Jul1975,15.2,42.9,61.5,258.9,193.3,34.1,11,1144.1,0,89,,
8/1/2064 0:00,1428,31Aug1975,6.3,13.5,54.1,162.5,157.9,31.3,12,975.4,0,442,,
9/1/2064 0:00,1513,30Sep1975,3.8,8.6,50.1,131.5,136.7,31.7,23,0.0,0,786,,
10/1/2064 0:00,1827,31Oct1975,10.1,38.5,62.3,160.9,164.0,39.9,74,0.0,0,83,,
11/1/2064 0:00,1612,30Nov1975,13.2,113.8,60.8,174.3,170.7,46.6,287,260.2,0,0,,
12/1/2064 0:00,1520,31Dec1975,13.0,93.4,61.4,166.8,166.2,44.0,34,461.5,200,0,,
1/1/2065 0:00,1374,31Jan1976,9.7,46.0,51.4,135.5,133.4,33.2,10,201.0,33,455,,
2/1/2065 0:00,1993,29Feb1976,24.3,185.1,75.0,208.2,209.1,61.6,28,659.4,0,0,,
3/1/2065 0:00,1933,31Mar1976,30.6,239.8,88.1,243.9,255.9,73.0,0,1537.5,73,1828,,
4/1/2065 0:00,1854,30Apr1976,46.2,194.9,90.6,224.1,219.3,63.3,11,1469.9,0,1139,,
5/1/2065 0:00,1491,31May1976,14.1,136.0,61.3,254.1,145.8,27.4,0,754.6,0,932,,
6/1/2065 0:00,1095,30Jun1976,3.8,28.0,40.6,139.9,107.6,24.6,12,635.4,0,1225,,
7/1/2065 0:00,1101,31Jul1976,0.9,6.8,33.4,102.5,94.1,20.7,0,593.2,0,789,,
8/1/2065 0:00,980.5,31Aug1976,2.0,10.9,36.0,102.7,100.0,25.9,0,1139.1,0,1667,,
9/1/2065 0:00,1062,30Sep1976,1.2,5.7,36.4,91.9,96.9,22.5,0,635.0,0,719,,
10/1/2065 0:00,751,31Oct1976,2.0,4.9,38.1,85.3,93.4,22.2,0,0.0,0,145,,
11/1/2065 0:00,763.7,30Nov1976,4.5,12.4,40.2,87.6,97.3,24.6,11,107.6,0,5,,
12/1/2065 0:00,787.1,31Dec1976,4.1,7.4,41.5,85.3,95.3,25.1,10,162.3,0,0,,
1/1/2066 0:00,1244,31Jan1977,7.1,15.4,56.1,94.4,95.3,30.3,10,355.6,0,0,,
2/1/2066 0:00,1292,28Feb1977,6.8,22.6,42.5,96.2,101.5,30.3,28,619.9,0,369,,
3/1/2066 0:00,1209,31Mar1977,23.2,60.4,45.4,104.1,116.2,36.9,0,1049.9,0,589,,
4/1/2066 0:00,1008,30Apr1977,13.5,64.8,41.8,108.8,106.0,21.8,12,1807.9,0,709,,
5/1/2066 0:00,1121,31May1977,13.1,42.6,45.7,119.5,108.4,29.9,13,1032.2,0,257,,
6/1/2066 0:00,1062,30Jun1977,2.5,16.2,32.3,96.5,80.7,19.4,6,1046.8,0,0,,
7/1/2066 0:00,605.5,31Jul1977,0.3,1.7,27.8,69.9,66.7,16.5,5,928.9,0,0,,
8/1/2066 0:00,493.1,31Aug1977,0.0,0.0,28.0,65.3,66.4,15.4,0,945.6,0,483,,
9/1/2066 0:00,474.6,30Sep1977,1.1,4.1,33.1,83.5,75.4,23.2,0,438.4,0,687,,
10/1/2066 0:00,564.1,31Oct1977,1.3,8.4,39.2,82.1,78.9,19.7,0,0.0,0,0,,
11/1/2066 0:00,1023,30Nov1977,18.2,113.0,49.0,105.7,97.3,28.8,10,92.5,0,22,,
12/1/2066 0:00,2118,31Dec1977,153.7,580.9,129.0,299.8,266.4,118.1,10,452.7,286,200,,
1/1/2067 0:00,13939,31Jan1978,803.8,1583.7,638.8,905.0,1307.4,718.1,3525,0.0,8982,868,,
2/1/2067 0:00,8380,28Feb1978,459.3,1043.0,375.0,533.9,805.6,482.9,3549,0.0,6307,0,,
3/1/2067 0:00,5968,31Mar1978,429.5,1118.7,543.3,789.1,1104.2,589.6,1232,0.0,7221,0,,
4/1/2067 0:00,4174,30Apr1978,213.9,587.4,348.1,617.8,745.1,339.8,36,0.0,1884,2435,,
5/1/2067 0:00,2868,31May1978,93.2,423.0,158.9,492.2,427.1,110.6,28,499.8,109,612,,
6/1/2067 0:00,1422,30Jun1978,30.1,196.3,87.4,450.7,213.2,49.6,12,866.5,0,0,,
7/1/2067 0:00,937.6,31Jul1978,11.4,51.7,47.3,253.7,125.3,30.3,11,822.9,0,0,,
8/1/2067 0:00,889.1,31Aug1978,4.3,7.8,39.5,137.4,103.2,22.0,12,1151.0,0,659,,
9/1/2067 0:00,924.4,30Sep1978,11.4,21.2,40.9,121.7,105.2,23.6,23,687.3,0,1398,,
10/1/2067 0:00,822.5,31Oct1978,4.8,6.9,36.6,103.4,95.6,21.4,14,0.0,0,231,,
11/1/2067 0:00,906.9,30Nov1978,8.3,12.0,43.7,107.4,104.9,26.0,194,258.3,0,121,,
12/1/2067 0:00,753.3,31Dec1978,8.0,15.2,44.9,110.1,109.5,28.0,12,234.5,135,67,,
1/1/2068 0:00,1776,31Jan1979,61.6,159.0,107.4,190.2,196.9,79.5,97,837.9,1595,335,,
2/1/2068 0:00,4980,28Feb1979,133.7,296.5,409.0,437.8,535.9,277.7,810,0.0,3846,0,,
3/1/2068 0:00,4185,31Mar1979,213.6,600.3,224.3,372.3,519.3,280.0,25,742.4,2090,0,,
4/1/2068 0:00,1964,30Apr1979,104.7,346.7,113.0,314.5,404.4,133.2,18,1681.2,704,1822,,
5/1/2068 0:00,1803,31May1979,65.8,301.2,144.2,441.4,379.3,116.7,28,626.3,8,618,,
6/1/2068 0:00,1150,30Jun1979,14.3,56.5,47.7,236.6,138.4,33.5,12,677.3,0,0,,
7/1/2068 0:00,841.9,31Jul1979,4.9,13.5,33.3,125.6,103.1,21.0,0,987.9,210,0,,
8/1/2068 0:00,1053,31Aug1979,1.9,2.6,33.4,106.1,99.6,21.7,0,1035.6,429,725,,
9/1/2068 0:00,838.1,30Sep1979,1.9,2.9,31.7,88.7,96.0,21.7,23,705.9,0,990,,
10/1/2068 0:00,1310,31Oct1979,12.1,75.3,73.5,167.5,144.4,40.0,10,116.6,0,411,,
11/1/2068 0:00,1959,30Nov1979,66.3,266.1,137.6,227.4,187.2,58.2,11,1121.7,555,118,,
12/1/2068 0:00,3541,31Dec1979,91.9,147.7,322.5,381.8,358.4,158.1,575,1180.1,2126,0,,
1/1/2069 0:00,5395,31Jan1980,349.9,1798.7,621.5,1021.4,1360.3,671.9,3203,0.0,6984,0,,
2/1/2069 0:00,11715,29Feb1980,633.6,1403.2,728.6,906.0,1484.1,814.3,4118,0.0,7390,0,,
3/1/2069 0:00,4195,31Mar1980,228.2,564.0,274.7,433.9,624.7,299.9,128,0.0,3341,1555,,
4/1/2069 0:00,2035,30Apr1980,115.7,475.5,128.2,354.7,411.4,112.5,30,1547.3,0,1417,,
5/1/2069 0:00,2079,31May1980,55.4,249.8,136.0,439.9,382.3,78.1,28,1288.4,0,574,,
6/1/2069 0:00,1594,30Jun1980,26.3,93.5,72.8,324.0,212.6,44.4,12,1189.3,0,0,,
7/1/2069 0:00,1307,31Jul1980,10.4,28.8,46.8,212.1,138.3,30.1,0,984.7,0,237,,
8/1/2069 0:00,1381,31Aug1980,3.3,7.2,39.6,126.7,114.1,23.5,0,1303.3,0,994,,
9/1/2069 0:00,1006,30Sep1980,3.4,4.8,40.6,111.4,115.5,22.1,23,940.9,0,971,,
10/1/2069 0:00,989.7,31Oct1980,4.7,7.2,41.7,102.7,110.4,24.5,0,0.0,0,477,,
11/1/2069 0:00,847,30Nov1980,6.9,13.4,40.2,103.1,112.9,26.0,11,186.1,0,0,,
12/1/2069 0:00,1621,31Dec1980,72.7,232.0,84.6,218.6,241.6,99.4,10,530.4,143,655,,
1/1/2070 0:00,3504,31Jan1981,291.3,326.1,249.6,379.1,401.4,183.6,780,0.0,3305,0,,
2/1/2070 0:00,3172,28Feb1981,172.7,683.8,132.6,301.7,360.1,173.0,355,1234.0,987,1502,,
3/1/2070 0:00,3086,31Mar1981,157.1,389.8,201.2,349.1,379.8,192.8,25,1078.7,1365,228,,
4/1/2070 0:00,1867,30Apr1981,80.1,275.2,94.8,267.7,243.3,79.7,30,1565.7,610,1815,,
5/1/2070 0:00,1746,31May1981,32.7,101.6,59.7,274.8,152.5,45.4,28,448.5,0,0,,
6/1/2070 0:00,1299,30Jun1981,11.2,28.8,36.6,157.1,105.3,29.2,12,693.3,0,0,,
7/1/2070 0:00,1397,31Jul1981,1.9,5.9,31.3,96.2,86.4,22.4,0,646.8,0,0,,
8/1/2070 0:00,1274,31Aug1981,0.5,1.2,28.3,81.3,80.9,20.6,0,837.7,155,350,,
9/1/2070 0:00,907.5,30Sep1981,1.1,1.9,29.9,81.4,85.9,21.3,23,35.7,338,452,,
10/1/2070 0:00,1481,31Oct1981,16.6,44.0,66.3,156.5,153.0,48.2,12,0.0,182,267,,
11/1/2070 0:00,4768,30Nov1981,206.5,891.6,537.7,986.1,1073.9,507.0,594,0.0,1907,0,,
12/1/2070 0:00,8747,31Dec1981,362.6,1373.1,430.7,725.5,991.2,498.4,2245,0.0,4217,0,,
1/1/2071 0:00,6470,31Jan1982,193.1,552.6,319.4,456.6,635.7,365.4,1812,0.0,3996,1046,,
2/1/2071 0:00,6388,28Feb1982,316.1,1407.4,386.4,696.2,1027.2,453.2,1289,0.0,2278,0,,
3/1/2071 0:00,5803,31Mar1982,276.9,599.7,383.4,564.8,915.0,439.6,951,0.0,1254,667,,
4/1/2071 0:00,5189,30Apr1982,273.0,1195.6,559.2,886.3,1676.1,903.7,1323,0.0,1484,3628,,
5/1/2071 0:00,3897,31May1982,99.2,557.0,201.2,584.8,629.5,120.4,201,481.8,257,1426,,
6/1/2071 0:00,2358,30Jun1982,40.1,143.0,95.2,417.1,274.2,58.5,12,707.5,0,659,,
7/1/2071 0:00,1512,31Jul1982,15.6,46.7,68.1,256.9,187.8,36.7,11,699.7,174,512,,
8/1/2071 0:00,1293,31Aug1982,5.6,10.2,47.6,153.6,155.8,29.8,12,389.0,168,667,,
9/1/2071 0:00,1416,30Sep1982,5.4,6.9,47.5,137.7,154.4,29.4,23,0.0,40,1267,,
10/1/2071 0:00,1702,31Oct1982,15.6,71.6,88.0,214.7,204.0,50.0,341,0.0,405,0,,
11/1/2071 0:00,2925,30Nov1982,74.1,339.0,190.4,347.6,352.8,148.5,895,948.9,242,0,,
12/1/2071 0:00,5400,31Dec1982,295.4,895.3,354.9,564.9,684.4,420.2,1924,0.0,4419,44,,
1/1/2072 0:00,10643,31Jan1983,521.2,1293.3,459.3,662.4,1040.1,540.2,3758,0.0,5726,693,,
2/1/2072 0:00,18313,28Feb1983,795.0,1661.4,545.3,927.4,1625.9,969.1,5102,0.0,12224,0,,
3/1/2072 0:00,16614,31Mar1983,1232.4,2103.4,598.3,1339.2,2408.1,1399.9,5449,0.0,14125,2602,,
4/1/2072 0:00,6627,30Apr1983,359.0,1104.2,280.7,571.6,930.5,342.9,2437,0.0,3171,3460,,
5/1/2072 0:00,4868,31May1983,371.9,1473.4,249.9,744.3,1023.3,241.8,599,0.0,0,2908,,
6/1/2072 0:00,2887,30Jun1983,117.1,619.1,180.3,771.3,653.9,88.1,107,815.5,272,2598,,
7/1/2072 0:00,1970,31Jul1983,30.1,139.2,109.6,478.3,305.2,47.9,0,691.1,137,1177,,
8/1/2072 0:00,1786,31Aug1983,11.7,39.9,72.9,240.6,221.6,37.8,0,739.3,0,574,,
9/1/2072 0:00,1756,30Sep1983,9.4,20.4,59.4,176.0,198.9,37.0,23,0.0,412,1015,,
10/1/2072 0:00,2069,31Oct1983,11.5,19.9,71.8,175.2,204.1,41.7,538,0.0,551,327,,
11/1/2072 0:00,4961,30Nov1983,198.1,1006.0,321.9,587.5,765.9,239.0,1981,0.0,963,424,,
12/1/2072 0:00,11093,31Dec1983,712.3,1797.4,744.7,1185.3,1818.5,826.7,5049,0.0,7845,608,,
1/1/2073 0:00,6768,31Jan1984,182.7,551.6,293.2,422.8,621.3,205.0,931,0.0,1332,2604,,
2/1/2073 0:00,3404,29Feb1984,94.7,378.3,214.9,365.4,485.4,176.2,82,911.6,217,774,,
3/1/2073 0:00,3097,31Mar1984,97.5,486.8,195.1,436.6,692.8,254.8,19,0.0,0,1163,,
4/1/2073 0:00,2421,30Apr1984,61.2,280.7,176.7,359.7,475.8,122.3,30,1488.2,371,2317,,
5/1/2073 0:00,2587,31May1984,27.8,199.6,157.9,470.2,381.8,60.7,28,477.9,527,0,,
6/1/2073 0:00,2548,30Jun1984,13.2,69.5,87.8,375.6,265.8,46.8,12,651.2,279,0,,
7/1/2073 0:00,2065,31Jul1984,4.0,15.2,49.9,217.6,179.1,32.5,0,1222.6,0,0,,
8/1/2073 0:00,2029,31Aug1984,1.9,4.6,47.2,155.9,150.6,32.6,0,832.8,168,681,,
9/1/2073 0:00,1933,30Sep1984,2.0,3.4,47.9,142.0,141.1,33.0,23,0.0,29,425,,
10/1/2073 0:00,1664,31Oct1984,5.9,16.2,60.2,146.8,156.5,33.8,7,4.4,177,70,,
11/1/2073 0:00,4968,30Nov1984,184.1,679.8,175.6,320.5,422.5,140.4,11,1184.6,546,829,,
12/1/2073 0:00,3613,31Dec1984,92.9,330.8,129.7,206.5,238.2,81.2,632,804.0,1737,1082,,
1/1/2074 0:00,2067,31Jan1985,32.9,163.9,102.0,147.1,164.8,48.2,10,674.1,374,542,,
2/1/2074 0:00,2368,28Feb1985,78.2,272.1,133.8,227.6,257.8,137.6,28,863.1,0,582,,
3/1/2074 0:00,2056,31Mar1985,58.0,211.1,101.8,227.9,235.3,92.0,25,760.0,151,374,,
4/1/2074 0:00,1863,30Apr1985,90.1,448.9,161.3,328.4,342.9,78.8,30,1484.0,104,1052,,
5/1/2074 0:00,1594,31May1985,23.8,115.4,81.1,241.7,172.9,31.8,17,517.5,319,0,,
