"Contains the date from CalLite-CV, the CalSim date, and various CalSim II records' values after that. These can be combined using the equations in diversionoverview.csv; here's an example. Upper Sac is represented as D104/C109 in cell B2 of diversionoverview.csv, so for 10/2014 that's equal to 262.37/6145=0.043. Some calculations have multipliers and one even subtracts one of the arcs instead of summing them all; all that math is from the Proposed Mapping by Mike Urkov a year or two ago.",,,,,,,,,,,,,,,,,,,,,
date,cs_date,C109,D104,C637,D639,C11307,C11308,C11309,D11305,C217A,C217B,D217,C11303,D11301,D113A,D207A,C42,D17301,C11304,C285,D285
3/1/2040 0:00,31-Mar-51,6976,1.73,6642,21.14,113.5,318.6,550.2,4.72,683.5,6.505,11.00,84.4,9.567,1.6263,0.0,30,20.51,311.7,1471.5,0.000
4/1/2040 0:00,30-Apr-51,7958,298.44,8053,52.10,116.5,458.7,580.6,167.30,11.6,6.722,502.09,57.2,9.886,1.6806,637.9,447,74.17,291.8,643.7,0.000
5/1/2040 0:00,31-May-51,6795,390.81,4219,73.19,122.3,466.5,506.6,172.40,335.0,14.637,97.83,77.4,9.567,1.6263,0.0,325,74.34,267.2,621.1,39.030
6/1/2040 0:00,30-Jun-51,11015,750.46,2000,75.63,53.4,294.4,201.3,274.13,0.0,21.847,203.20,17.3,9.886,1.6806,440.8,175,115.23,63.1,345.7,52.940
7/1/2040 0:00,31-Jul-51,14933,807.39,1489,105.71,35.6,151.3,140.4,320.40,0.0,0.000,153.13,5.0,9.567,1.6263,182.7,159,126.89,12.9,367.5,39.626
8/1/2040 0:00,31-Aug-51,11153,702.35,1496,94.33,33.0,119.0,121.4,268.64,0.0,17.890,108.02,1.1,4.910,1.6263,102.7,126,102.54,2.2,343.2,48.043
9/1/2040 0:00,30-Sep-51,9920,537.23,1805,50.42,34.7,106.6,112.4,167.30,0.0,45.375,79.46,0.7,3.630,1.6806,601.6,331,72.85,1.3,145.2,21.170
10/1/2040 0:00,31-Oct-51,7160,24.74,2407,13.01,43.7,122.3,134.4,0.00,136.6,0.000,0.00,4.8,9.567,1.6263,0.0,30,8.97,15.5,46.4,0.000
11/1/2040 0:00,30-Nov-51,10996,2.28,2115,1.68,103.4,210.9,224.4,0.00,234.1,0.000,0.00,20.3,0.000,0.0000,0.0,34,0.00,123.6,9.9,0.000
12/1/2040 0:00,31-Dec-51,21493,2.05,2447,0.00,515.0,585.7,872.5,0.00,881.5,9.758,0.00,292.0,0.000,0.0000,0.0,879,0.00,686.7,10.3,0.000
1/1/2041 0:00,31-Jan-52,22086,1.73,5979,0.00,455.9,511.9,725.5,0.00,893.2,8.132,0.00,288.7,0.000,0.0000,0.0,2737,0.00,456.1,2369.7,0.000
2/1/2041 0:00,29-Feb-52,30957,1.52,6981,6.95,448.6,758.0,1173.0,0.00,1319.8,8.693,0.00,318.8,0.000,0.0000,0.0,1803,0.00,1211.0,2500.0,0.000
3/1/2041 0:00,31-Mar-52,19651,1.79,13677,17.89,319.8,498.2,768.0,0.00,896.5,8.132,0.00,281.4,0.000,0.0000,0.0,487,0.00,800.7,1875.6,0.000
4/1/2041 0:00,30-Apr-52,20012,382.81,16344,45.38,278.3,722.1,1214.0,57.01,579.7,8.403,601.47,243.1,9.886,1.6806,0.0,654,39.73,1248.9,1363.5,0.000
5/1/2041 0:00,31-May-52,10591,530.01,17560,63.43,316.0,866.2,1138.5,216.15,614.4,17.890,380.62,123.0,9.567,1.6263,0.0,750,93.57,676.9,717.0,39.030
6/1/2041 0:00,30-Jun-52,9784,476.02,12132,65.54,138.5,569.4,484.4,211.90,10.7,25.208,356.62,40.5,9.886,1.6806,87.7,151,92.71,187.4,359.4,52.940
7/1/2041 0:00,31-Jul-52,11396,804.55,7654,92.70,54.6,335.3,246.5,307.71,17.6,17.890,177.75,18.7,9.567,1.6263,140.0,192,123.05,56.6,372.5,48.140
8/1/2041 0:00,31-Aug-52,10376,736.83,3886,81.32,42.5,167.4,184.1,268.49,58.3,19.516,73.77,6.9,9.567,1.6263,134.5,164,103.82,15.5,356.9,48.140
9/1/2041 0:00,30-Sep-52,12200,547.78,3887,43.69,40.2,137.5,145.1,180.71,0.0,52.097,87.35,3.9,9.886,1.6806,588.9,334,76.82,7.0,150.4,21.170
10/1/2041 0:00,31-Oct-52,9313,280.02,2962,14.64,40.5,130.9,143.3,63.92,119.8,0.000,10.66,3.8,9.567,1.6263,0.0,217,33.33,6.9,46.6,0.000
11/1/2041 0:00,30-Nov-52,11397,2.18,2586,1.68,45.3,134.5,148.4,0.00,138.4,0.000,0.00,21.5,0.000,0.0000,0.0,243,0.00,23.3,10.2,0.000
12/1/2041 0:00,31-Dec-52,17432,1.95,2404,0.00,390.6,440.8,603.0,0.00,489.8,8.132,0.00,353.7,0.000,0.0000,0.0,1664,0.00,331.2,140.4,0.000
1/1/2042 0:00,31-Jan-53,48187,1.79,4641,0.00,522.3,1066.8,1527.6,0.00,1585.1,6.505,0.00,453.0,0.000,0.0000,0.0,3976,0.00,1723.0,1889.2,0.000
2/1/2042 0:00,28-Feb-53,5671,1.62,4276,7.20,106.4,263.4,361.4,0.00,428.1,7.202,0.00,118.9,0.000,0.0000,0.0,30,0.00,542.6,66.2,0.000
3/1/2042 0:00,31-Mar-53,6539,8.92,5655,19.52,130.1,297.4,463.7,29.07,557.0,6.505,4.81,89.3,9.567,1.6263,0.0,36,34.61,358.3,455.6,0.000
4/1/2042 0:00,30-Apr-53,8507,84.27,5887,48.74,199.8,497.1,662.3,57.92,84.2,6.722,627.58,112.2,9.886,1.6806,0.0,62,25.16,626.4,725.3,0.000
5/1/2042 0:00,31-May-53,12679,317.56,4750,69.93,203.6,498.7,671.6,171.67,488.2,14.637,165.02,80.8,9.567,1.6263,0.0,296,75.62,433.9,617.9,39.030
6/1/2042 0:00,30-Jun-53,10892,617.12,2519,72.26,137.7,485.1,436.1,230.13,11.4,21.847,424.49,46.4,9.886,1.6806,20.6,121,98.01,264.2,347.3,52.940
7/1/2042 0:00,31-Jul-53,14953,827.58,1877,99.21,55.2,290.5,207.1,320.40,0.0,14.637,205.13,13.6,9.567,1.6263,110.8,197,126.89,73.0,367.5,43.354
8/1/2042 0:00,31-Aug-53,10275,708.75,1595,89.45,41.9,160.4,160.7,256.10,38.5,17.890,115.27,5.5,9.567,1.6263,0.0,158,98.69,15.6,346.1,48.140
9/1/2042 0:00,30-Sep-53,15018,589.78,1941,48.74,40.7,128.1,138.4,180.56,0.0,45.375,114.30,3.8,9.886,1.6806,556.0,333,76.82,9.1,147.4,21.170
10/1/2042 0:00,31-Oct-53,8769,211.86,2521,14.64,44.4,122.6,129.5,36.22,155.7,0.735,0.00,4.3,9.567,1.6263,0.0,291,25.63,9.1,45.2,0.000
11/1/2042 0:00,30-Nov-53,12999,2.52,2139,1.68,65.5,186.4,210.0,0.00,217.2,0.506,0.00,36.4,0.000,0.0000,0.0,272,0.00,123.5,10.1,0.000
12/1/2042 0:00,31-Dec-53,5873,2.28,1918,0.00,50.4,156.6,164.9,0.00,218.5,9.758,0.00,15.6,0.000,0.0000,0.0,165,0.00,126.1,9.9,0.000
1/1/2043 0:00,31-Jan-54,16867,1.95,1888,0.00,216.1,325.5,507.4,0.00,542.6,8.132,0.00,377.8,0.000,0.0000,0.0,1518,0.00,647.9,287.5,0.000
2/1/2043 0:00,28-Feb-54,26509,1.80,2287,7.20,356.1,503.4,822.4,0.00,897.6,9.003,0.00,307.7,0.000,0.0000,0.0,718,0.00,995.8,611.7,0.000
3/1/2043 0:00,31-Mar-54,17860,1.40,2806,19.52,281.3,536.8,774.8,0.00,822.0,8.132,0.00,223.5,0.000,0.0000,0.0,170,0.00,764.8,1319.9,0.000
4/1/2043 0:00,30-Apr-54,16216,238.47,5279,47.06,329.7,737.9,1092.6,13.62,907.9,8.403,317.52,249.6,9.886,1.6806,0.0,556,26.49,862.1,1019.0,0.000
5/1/2043 0:00,31-May-54,8620,616.07,3749,66.68,117.3,472.2,415.1,225.62,158.4,17.890,293.04,60.7,9.567,1.6263,0.0,343,94.85,256.1,433.8,39.030
6/1/2043 0:00,30-Jun-54,10792,574.86,1994,68.90,60.1,301.6,210.2,232.84,0.0,25.208,228.82,31.7,9.886,1.6806,295.4,161,100.66,90.9,348.4,52.940
7/1/2043 0:00,31-Jul-54,15147,765.91,1385,95.95,42.3,171.7,143.5,320.40,0.0,0.000,172.40,9.6,9.567,1.6263,141.2,197,126.89,20.6,367.5,45.974
8/1/2043 0:00,31-Aug-54,11425,471.87,1468,86.20,38.5,130.6,127.7,200.69,4.0,19.516,131.32,5.7,9.567,1.6263,0.0,133,78.19,10.2,351.2,48.140
9/1/2043 0:00,30-Sep-54,10508,513.11,1806,45.38,37.8,126.0,119.5,170.16,0.0,52.097,94.71,5.0,9.886,1.6806,575.8,327,72.85,8.2,148.2,21.170
10/1/2043 0:00,31-Oct-54,7806,201.06,2340,14.64,37.3,121.8,117.4,41.18,132.0,0.000,0.00,5.0,9.567,1.6263,0.0,68,26.92,8.7,45.7,0.000
11/1/2043 0:00,30-Nov-54,11510,2.35,1958,1.68,98.6,196.8,186.4,0.00,155.4,33.611,0.00,58.2,0.000,0.0000,0.0,319,0.00,140.7,9.7,0.000
12/1/2043 0:00,31-Dec-54,7660,2.11,1981,0.00,172.8,257.1,288.4,0.00,290.8,9.758,0.00,96.4,0.000,0.0000,0.0,456,0.00,254.1,10.0,0.000
1/1/2044 0:00,31-Jan-55,6627,1.79,2558,0.00,124.8,194.8,217.1,0.00,286.1,8.132,0.00,45.1,0.000,0.0000,0.0,158,0.00,178.3,9.2,0.000
2/1/2044 0:00,28-Feb-55,5493,1.62,2064,7.20,78.0,166.5,176.2,0.00,241.0,9.003,0.00,31.2,0.000,0.0000,0.0,30,0.00,155.2,141.7,0.000
3/1/2044 0:00,31-Mar-55,4570,202.43,2518,19.52,68.5,202.0,258.7,31.70,211.0,8.132,73.46,28.7,9.567,1.6263,0.0,38,37.17,157.3,149.9,0.000
4/1/2044 0:00,30-Apr-55,8568,261.76,3552,48.74,108.6,282.7,382.5,137.02,0.0,8.403,430.36,87.0,9.886,1.6806,377.7,392,54.30,206.6,236.2,0.000
5/1/2044 0:00,31-May-55,8071,526.55,2520,68.31,109.2,389.1,349.5,250.27,47.6,17.890,414.81,69.0,9.567,1.6263,0.0,151,101.26,355.7,320.4,38.016
6/1/2044 0:00,30-Jun-55,11187,615.57,1439,70.58,47.9,248.8,136.3,266.44,0.0,25.208,204.85,15.2,9.886,1.6806,382.6,138,112.58,71.4,344.5,49.519
7/1/2044 0:00,31-Jul-55,15233,667.90,1216,97.58,32.6,124.9,102.4,259.87,0.0,17.890,133.19,5.1,9.567,1.6263,293.4,156,124.33,15.5,367.5,37.232
8/1/2044 0:00,31-Aug-55,11372,601.97,1292,87.82,29.2,94.5,87.5,211.28,0.0,19.516,106.12,1.0,5.033,1.6263,110.8,127,103.82,2.4,347.9,48.140
9/1/2044 0:00,30-Sep-55,5673,382.33,1659,47.06,30.6,90.8,88.6,141.69,0.0,52.097,79.37,0.9,3.776,1.6806,520.9,114,62.25,1.2,147.7,21.170
10/1/2044 0:00,31-Oct-55,6243,210.28,1968,14.64,33.2,101.3,101.0,48.76,81.2,40.659,0.00,2.0,6.981,1.6263,0.0,30,25.28,3.4,39.7,0.000
11/1/2044 0:00,30-Nov-55,7340,1.55,1961,1.68,53.3,147.1,139.3,0.00,135.1,28.569,0.00,18.8,0.000,0.0000,0.0,34,0.00,82.7,9.9,0.000
12/1/2044 0:00,31-Dec-55,38362,1.37,7269,0.00,725.3,1367.4,2131.8,0.00,2197.4,8.132,0.00,648.8,0.000,0.0000,0.0,1002,0.00,2162.3,2032.5,0.000
1/1/2045 0:00,31-Jan-56,55328,1.25,20650,0.00,815.8,1205.7,1836.5,0.00,1972.7,6.505,0.00,602.1,0.000,0.0000,0.0,4206,0.00,1705.8,2880.0,0.000
2/1/2045 0:00,29-Feb-56,33944,1.07,12527,6.95,573.5,754.5,1140.5,0.00,1483.5,6.954,0.00,472.0,0.000,0.0000,0.0,2424,0.00,983.0,1474.5,0.000
3/1/2045 0:00,31-Mar-56,8391,196.10,8482,19.52,182.9,391.5,622.0,15.51,717.9,6.505,15.40,189.6,9.567,1.6263,0.0,30,28.20,703.2,1058.7,0.000
4/1/2045 0:00,30-Apr-56,6028,425.54,8491,48.74,163.4,492.7,682.7,148.32,11.6,6.722,649.00,230.2,9.886,1.6806,379.5,437,63.57,927.8,668.7,0.000
5/1/2045 0:00,31-May-56,13840,257.65,8692,69.93,250.8,723.0,849.7,95.13,591.3,14.637,114.72,164.8,9.567,1.6263,0.0,86,44.86,773.7,730.7,39.030
6/1/2045 0:00,30-Jun-56,10898,645.85,8538,72.26,111.6,548.9,397.2,240.38,11.3,21.847,330.23,44.1,9.886,1.6806,201.2,162,101.98,247.8,360.6,52.940
7/1/2045 0:00,31-Jul-56,12146,810.55,5224,99.21,51.8,273.3,200.7,320.40,0.0,14.637,187.29,14.7,9.567,1.6263,135.8,197,126.89,50.7,374.3,48.140
8/1/2045 0:00,31-Aug-56,9729,727.01,2714,89.45,42.3,168.4,146.6,268.49,0.0,17.890,144.00,6.0,9.567,1.6263,63.2,164,103.82,12.2,357.2,48.140
9/1/2045 0:00,30-Sep-56,15708,550.18,2718,48.74,42.9,146.2,142.0,157.06,0.0,0.000,161.89,4.6,9.886,1.6806,393.9,328,68.87,7.8,151.4,21.170
10/1/2045 0:00,31-Oct-56,8177,4.07,3009,14.64,43.1,134.1,150.4,41.18,182.9,0.000,0.00,9.9,9.567,1.6263,0.0,84,26.92,34.9,47.8,0.000
11/1/2045 0:00,30-Nov-56,13747,69.16,2317,1.68,42.2,126.2,141.8,0.00,150.9,0.000,0.00,9.9,9.886,1.6806,0.0,303,9.27,35.7,10.8,0.000
12/1/2045 0:00,31-Dec-56,6463,1.95,2043,0.00,43.3,116.9,132.1,0.00,131.4,9.758,0.00,8.7,0.000,0.0000,0.0,38,0.00,27.2,9.9,0.000
1/1/2046 0:00,31-Jan-57,5344,1.79,2070,0.00,74.2,145.9,176.5,0.00,170.0,8.132,0.00,40.5,0.000,0.0000,0.0,65,0.00,58.6,9.6,0.000
2/1/2046 0:00,28-Feb-57,7345,1.62,2230,7.20,204.1,499.8,644.4,0.00,593.2,9.003,0.00,263.9,0.000,0.0000,0.0,1110,0.00,683.2,207.4,0.000
3/1/2046 0:00,31-Mar-57,12548,1.59,3657,19.52,223.4,479.0,666.3,0.00,670.6,8.132,0.00,143.1,4.237,1.6263,0.0,30,0.00,596.3,790.4,0.000
4/1/2046 0:00,30-Apr-57,6729,273.55,5853,48.74,118.3,302.3,351.3,129.03,12.1,8.403,413.85,88.4,9.886,1.6806,460.9,353,50.33,337.8,262.7,0.000
5/1/2046 0:00,31-May-57,12229,356.84,4166,68.31,173.4,514.0,456.5,159.43,570.3,17.890,71.24,68.7,9.567,1.6263,0.0,116,70.50,422.0,1171.5,39.030
6/1/2046 0:00,30-Jun-57,9979,796.39,2062,70.58,63.4,317.4,184.0,279.70,0.0,25.208,258.30,24.4,9.886,1.6806,292.2,176,116.55,110.3,352.7,52.940
7/1/2046 0:00,31-Jul-57,15051,858.93,1506,97.58,38.3,157.6,117.7,313.55,0.0,17.890,150.58,7.0,9.567,1.6263,143.3,197,126.89,20.3,370.0,48.140
8/1/2046 0:00,31-Aug-57,11106,768.65,1576,87.82,34.2,112.8,102.6,249.66,0.0,19.516,128.10,2.8,9.567,1.6263,55.9,127,103.82,6.4,353.9,48.140
9/1/2046 0:00,30-Sep-57,10117,155.92,1940,47.06,70.8,158.8,143.9,30.34,20.5,52.097,76.65,4.9,9.886,1.6806,0.0,70,26.49,14.6,150.7,21.170
10/1/2046 0:00,31-Oct-57,8681,3.73,2662,11.38,110.0,235.3,200.2,0.00,160.2,48.790,0.00,105.4,0.000,0.0000,0.0,479,0.00,295.3,45.6,0.000
11/1/2046 0:00,30-Nov-57,11793,2.13,2168,0.00,64.5,224.4,205.6,0.00,218.9,33.611,0.00,34.0,0.000,0.0000,0.0,792,0.00,279.3,10.0,0.000
12/1/2046 0:00,31-Dec-57,14945,1.93,2065,0.00,151.8,344.7,416.1,0.00,497.5,9.758,0.00,139.0,0.000,0.0000,0.0,693,0.00,493.9,8.8,0.000
1/1/2047 0:00,31-Jan-58,23955,1.67,2260,0.00,369.7,482.7,592.9,0.00,708.2,8.132,0.00,316.9,0.000,0.0000,0.0,1951,0.00,865.5,176.2,0.000
2/1/2047 0:00,28-Feb-58,61797,1.57,3674,5.40,988.0,1330.2,1931.8,0.00,2198.5,9.003,0.00,1695.0,0.000,0.0000,0.0,6406,0.00,3053.8,2396.5,0.000
3/1/2047 0:00,31-Mar-58,54074,2.11,9340,14.64,526.8,682.2,1145.2,0.00,1368.8,8.132,0.00,573.0,0.000,0.0000,0.0,3763,0.00,753.5,1858.6,0.000
4/1/2047 0:00,30-Apr-58,21763,2.18,21735,36.97,479.6,769.9,1308.2,0.00,1187.1,8.403,189.06,515.3,9.886,1.6806,0.0,1084,14.57,1171.3,2165.2,0.000
5/1/2047 0:00,31-May-58,9862,486.11,12848,52.04,289.2,836.4,892.2,120.20,824.7,17.890,32.16,171.7,9.567,1.6263,0.0,921,60.24,786.3,639.5,39.030
6/1/2047 0:00,30-Jun-58,10686,499.97,9423,53.78,187.7,638.2,452.8,216.87,234.5,25.208,234.85,55.1,9.886,1.6806,0.0,116,94.04,250.3,377.7,52.940
7/1/2047 0:00,31-Jul-58,13522,844.89,4604,74.81,75.0,295.2,214.8,287.59,0.0,17.890,238.29,23.0,9.567,1.6263,4.4,183,115.36,62.1,367.5,43.362
8/1/2047 0:00,31-Aug-58,12213,832.36,2774,66.68,54.2,168.7,162.2,265.87,58.3,19.516,112.62,9.1,9.567,1.6263,52.0,126,102.54,21.0,351.0,48.140
9/1/2047 0:00,30-Sep-58,14266,637.94,3012,35.29,51.7,137.1,143.9,167.45,0.0,52.097,122.06,4.8,9.886,1.6806,461.2,331,72.85,9.9,148.7,21.170
10/1/2047 0:00,31-Oct-58,9705,275.01,3071,16.26,50.5,122.5,133.9,48.90,163.0,0.000,0.00,4.9,9.567,1.6263,0.0,430,28.20,7.3,45.7,0.000
11/1/2047 0:00,30-Nov-58,12289,73.10,2394,1.68,54.2,131.4,144.2,0.00,166.7,0.000,0.00,8.4,9.886,1.6806,0.0,293,9.27,27.1,10.0,0.000
12/1/2047 0:00,31-Dec-58,6233,2.28,2257,0.00,56.3,132.4,145.3,0.00,143.5,9.758,0.00,10.6,0.000,0.0000,0.0,37,0.00,36.0,9.6,0.000
1/1/2048 0:00,31-Jan-59,8789,2.11,2354,0.00,219.5,445.2,495.8,0.00,469.4,8.132,0.00,147.3,0.000,0.0000,0.0,811,0.00,523.0,9.3,0.000
2/1/2048 0:00,28-Feb-59,21420,1.80,2971,7.20,393.6,527.5,751.3,0.00,750.7,9.003,0.00,228.4,0.000,0.0000,0.0,1177,0.00,329.4,465.9,0.000
3/1/2048 0:00,31-Mar-59,5419,45.74,3407,21.14,96.6,271.3,320.9,0.00,472.7,8.132,1.64,94.3,9.567,1.6263,0.0,44,15.38,472.5,185.6,0.000
4/1/2048 0:00,30-Apr-59,8659,468.17,3822,53.78,84.5,314.6,270.4,180.56,0.0,8.403,424.46,57.5,9.886,1.6806,681.6,402,80.79,327.7,112.5,0.000
5/1/2048 0:00,31-May-59,7727,514.90,2970,76.44,62.8,266.4,177.0,242.68,5.1,17.890,273.69,19.3,9.567,1.6263,131.0,346,98.69,125.6,324.9,39.030
6/1/2048 0:00,30-Jun-59,12835,626.40,1571,77.31,43.3,201.2,124.5,276.84,0.0,25.208,158.38,6.6,9.886,1.6806,438.8,176,116.55,37.5,347.1,52.940
7/1/2048 0:00,31-Jul-59,15017,677.34,1237,108.97,35.5,118.6,100.0,254.08,0.0,17.890,122.29,1.3,9.192,1.6263,211.7,159,126.89,6.2,369.5,48.140
8/1/2048 0:00,31-Aug-59,11869,603.07,1397,97.58,34.3,95.5,92.1,221.92,0.0,19.516,105.99,0.4,4.135,1.6263,109.0,124,101.26,2.1,320.6,46.951
9/1/2048 0:00,30-Sep-59,7768,75.05,1979,52.10,37.7,108.3,99.3,102.67,0.0,52.097,79.28,4.7,9.886,1.6806,56.0,97,49.01,11.2,68.7,21.170
10/1/2048 0:00,31-Oct-59,6910,244.23,2341,16.26,38.8,98.5,100.4,63.48,27.1,48.790,31.45,3.1,9.567,1.6263,0.0,30,25.28,6.1,9.9,0.000
11/1/2048 0:00,30-Nov-59,7686,94.31,1992,1.68,39.3,95.2,100.4,0.00,80.7,33.611,0.00,3.5,9.886,1.6806,0.0,43,10.60,5.0,10.2,0.000
12/1/2048 0:00,31-Dec-59,4493,1.54,1776,0.00,40.1,102.4,105.6,0.00,112.3,9.758,0.00,5.8,0.000,0.0000,0.0,30,0.00,11.6,9.9,0.000
1/1/2049 0:00,31-Jan-60,5824,1.28,1715,0.00,77.6,170.6,188.1,0.00,240.8,8.132,0.00,32.5,0.000,0.0000,0.0,30,0.00,68.0,9.2,0.000
2/1/2049 0:00,29-Feb-60,12526,1.09,2415,6.95,293.0,445.1,622.0,0.00,680.1,8.693,0.00,371.7,0.000,0.0000,0.0,217,0.00,1098.9,10.9,0.000
3/1/2049 0:00,31-Mar-60,8053,1.33,2265,21.14,163.5,437.7,584.6,0.00,730.6,8.132,0.00,173.1,0.000,0.0000,0.0,403,0.00,829.5,99.5,0.000
4/1/2049 0:00,30-Apr-60,8909,192.68,2379,52.10,93.2,322.3,362.5,28.99,0.0,8.403,430.42,69.6,9.886,1.6806,70.6,90,30.46,281.2,531.8,0.000
5/1/2049 0:00,31-May-60,6323,356.88,2184,73.19,75.0,338.5,242.2,195.88,141.2,17.890,195.66,39.7,9.567,1.6263,0.0,130,83.31,219.2,332.0,39.030
6/1/2049 0:00,30-Jun-60,14639,654.66,1269,75.63,45.7,302.3,138.3,279.55,0.0,25.208,178.23,13.9,9.886,1.6806,399.2,176,116.55,105.1,356.5,52.940
7/1/2049 0:00,31-Jul-60,14842,704.37,1042,105.71,33.4,134.2,96.8,264.35,0.0,17.890,115.53,3.5,9.567,1.6263,196.2,180,126.89,14.4,374.6,48.140
8/1/2049 0:00,31-Aug-60,11246,630.22,1234,94.33,31.5,112.1,85.7,229.37,0.0,19.516,99.26,0.8,6.464,1.6263,105.8,127,103.82,4.0,360.4,48.140
9/1/2049 0:00,30-Sep-60,6473,498.46,1618,50.42,32.5,99.3,86.1,178.00,0.0,52.097,63.91,0.8,4.659,1.6806,609.6,271,75.49,2.2,151.0,21.170
10/1/2049 0:00,31-Oct-60,6343,197.74,1864,14.64,33.2,96.3,95.4,33.45,66.6,48.790,0.00,2.0,7.328,1.6263,0.0,30,25.63,3.7,45.8,0.000
11/1/2049 0:00,30-Nov-60,5272,1.64,1908,1.68,116.6,207.4,221.5,0.00,174.7,33.611,0.00,10.9,0.000,0.0000,0.0,34,0.00,50.4,10.1,0.000
12/1/2049 0:00,31-Dec-60,8275,1.46,1777,0.00,200.4,271.3,335.3,0.00,295.9,9.758,0.00,91.3,0.000,0.0000,0.0,366,0.00,280.6,9.9,0.000
1/1/2050 0:00,31-Jan-61,5937,1.34,1655,0.00,103.7,209.7,219.3,0.00,250.4,8.132,0.00,100.7,0.000,0.0000,0.0,649,0.00,203.8,9.7,0.000
2/1/2050 0:00,28-Feb-61,14088,1.22,1881,7.20,302.6,510.5,640.4,0.00,585.0,9.003,0.00,226.2,0.000,0.0000,0.0,468,0.00,665.5,10.3,0.000
3/1/2050 0:00,31-Mar-61,10756,1.34,2126,21.14,195.2,329.8,453.6,0.00,499.1,8.132,0.00,98.3,0.000,0.0000,0.0,30,0.00,392.5,9.5,0.000
4/1/2050 0:00,30-Apr-61,8236,275.87,1581,50.42,104.2,331.1,377.9,74.79,0.0,8.403,443.51,63.5,9.886,1.6806,253.6,108,46.36,377.6,114.0,0.000
5/1/2050 0:00,31-May-61,9205,396.32,1634,71.56,87.0,337.9,275.3,199.23,0.0,17.890,356.04,28.6,9.567,1.6263,0.3,335,85.88,236.6,325.2,39.030
6/1/2050 0:00,30-Jun-61,12339,614.41,1075,73.94,49.0,341.3,154.8,256.05,0.0,25.208,209.99,12.6,9.886,1.6806,229.2,170,108.61,102.4,346.0,52.940
7/1/2050 0:00,31-Jul-61,15212,717.68,919,102.46,30.2,147.8,99.9,277.95,0.0,17.890,144.69,2.5,9.567,1.6263,312.8,158,125.61,11.3,367.8,48.140
8/1/2050 0:00,31-Aug-61,13144,635.73,1034,91.08,28.1,107.5,90.5,226.01,0.0,19.516,95.91,1.4,7.257,1.6263,110.9,124,101.26,4.2,233.4,48.140
9/1/2050 0:00,30-Sep-61,6718,416.38,1432,48.74,29.9,93.1,86.1,120.90,0.0,52.097,50.38,1.3,6.559,1.6806,584.6,105,55.63,3.5,54.2,21.170
10/1/2050 0:00,31-Oct-61,7529,214.67,1640,16.26,33.0,94.8,91.0,61.15,22.3,48.790,0.00,1.7,6.270,1.6263,0.0,40,33.33,2.9,10.5,0.000
11/1/2050 0:00,30-Nov-61,6885,1.74,1553,1.68,63.8,132.0,133.9,0.00,65.5,33.611,0.00,16.4,0.000,0.0000,0.0,34,0.00,27.9,10.6,0.000
12/1/2050 0:00,31-Dec-61,8154,1.55,1609,0.00,219.6,286.4,310.4,0.00,215.1,9.758,0.00,42.9,0.000,0.0000,0.0,30,0.00,132.2,9.9,0.000
1/1/2051 0:00,31-Jan-62,5791,1.42,1366,0.00,97.1,177.6,180.4,0.00,158.9,8.132,0.00,21.9,0.000,0.0000,0.0,37,0.00,84.6,9.7,0.000
2/1/2051 0:00,28-Feb-62,28969,1.29,5149,7.20,495.0,671.6,1019.2,0.00,1061.9,9.003,0.00,243.4,0.000,0.0000,0.0,1508,0.00,396.0,437.0,0.000
3/1/2051 0:00,31-Mar-62,8795,1.34,4364,21.14,182.4,279.7,441.5,0.00,552.4,8.132,0.00,181.1,0.000,0.0000,0.0,96,0.00,343.4,523.9,0.000
4/1/2051 0:00,30-Apr-62,6834,394.63,6324,52.10,123.5,381.9,578.5,90.31,11.5,8.403,561.01,115.9,9.886,1.6806,320.5,345,51.65,701.4,436.0,0.000
5/1/2051 0:00,31-May-62,7754,440.72,3705,73.19,117.9,370.6,346.7,209.29,17.2,17.890,388.19,34.2,9.567,1.6263,0.0,339,89.72,192.7,451.2,39.030
6/1/2051 0:00,30-Jun-62,10148,624.20,1850,75.63,60.9,295.8,176.2,238.12,0.0,25.208,219.13,11.5,9.886,1.6806,337.4,162,101.98,71.4,392.3,52.940
7/1/2051 0:00,31-Jul-62,15249,760.13,1522,105.71,30.1,144.8,109.1,284.04,0.0,17.890,135.89,2.7,9.567,1.6263,218.0,159,126.89,11.3,406.0,48.140
8/1/2051 0:00,31-Aug-62,11027,628.20,1556,94.33,27.0,103.3,91.7,222.04,0.0,19.516,107.80,2.3,9.567,1.6263,98.7,124,101.26,7.7,385.0,48.140
9/1/2051 0:00,30-Sep-62,5153,478.85,1892,50.42,27.9,92.3,85.4,167.60,0.0,52.097,67.51,0.7,4.280,1.6806,601.2,304,72.85,1.9,161.8,21.170
10/1/2051 0:00,31-Oct-62,12592,3.56,2274,13.01,234.1,688.5,851.2,0.00,732.1,48.790,0.00,37.8,0.000,0.0000,0.0,30,0.00,311.8,926.5,0.000
11/1/2051 0:00,30-Nov-62,7025,2.06,1951,1.68,53.6,173.7,195.3,0.00,191.4,33.611,0.00,22.7,0.000,0.0000,0.0,124,0.00,116.8,327.5,0.000
12/1/2051 0:00,31-Dec-62,13669,1.85,1836,0.00,253.6,530.3,574.9,0.00,548.5,9.758,0.00,66.2,0.000,0.0000,0.0,595,0.00,427.0,915.8,0.000
