"date is the CalLite-CV date column, the next column with the name of a CalLite-CV element is in this case the OUTFLOW node because the LocalInflow one isn't saving results and when I run the model it has negative values pretty regularly (this is different from other nodes but this node is unique with only two inflows so maybe that's defensible... but note negative value in (only) first time step...), cs_date is for my reference to avoid screwing up the 10/2014=10/1925 matching and it sounds like you can use it for something too, and the CalSim II records corresponding to the local inflows to the CalLite-CV element are listed afterward (I've got them in cfs now, to match the CalLite-CV data). 'matches for other csvs.csv' contains the mappings between the DSM streams and CalSim II elements, as a one-stop summary for which DSM streams are showing up in which specific .csvs like this one. I renamed the CalSim II elements that map to DSM streams in this csv; everything that still has a CalSim II name is one of the elements that contributes to the total (the denominator) but is NOT a DSM stream. The CalSim II run I'm using at the moment is the most recent representation of current operations I've received; probably we'll be choosing a different baseline in the future but the matches csv mentioned above contains the CalSim II match for DSM streams, so I can go back and re-pull those time series if/when necessary. NOTE that matching 2014 to 1925 results in the last ~7 years of the CalLite-CV run not having an equivalent CS2 number... EXAMPLE CALCULATION: For 11/2014, Mokelumne River has 240.7 cfs, the total of all inflows sum(D4:E4)=269.4, and 240.7/269.4=0.893467, the fraction of total CalSim II inflow in the Mokelumne River. Applying that fraction to the CalLite-CV Eastside Outflow number we get Mokelumne River DSM flow = 0.893467*79.16=70.73 cfs.",,,,
date,Eastside,cs_date,Mokelumne River,Cosumnes River
5/1/2077 0:00,246.3,31May1988,0,81.6
6/1/2077 0:00,152.9,30Jun1988,0,49.7
7/1/2077 0:00,237.8,31Jul1988,0,11.3
8/1/2077 0:00,202.7,31Aug1988,0.7,9.7
9/1/2077 0:00,261,30Sep1988,3.8,5
10/1/2077 0:00,198.5,31Oct1988,32.9,0
11/1/2077 0:00,333.7,30Nov1988,66.6,48.3
12/1/2077 0:00,541.7,31Dec1988,49.2,62.8
1/1/2078 0:00,305,31Jan1989,55.7,108.5
2/1/2078 0:00,259.6,28Feb1989,63,197.8
3/1/2078 0:00,1642,31Mar1989,34.9,1637
4/1/2078 0:00,854.8,30Apr1989,134.8,514.1
5/1/2078 0:00,408.8,31May1989,149.1,172.7
6/1/2078 0:00,197.9,30Jun1989,138.6,49.6
7/1/2078 0:00,283.4,31Jul1989,0,1.6
8/1/2078 0:00,307.4,31Aug1989,0,3.2
9/1/2078 0:00,398.5,30Sep1989,5.9,5.5
10/1/2078 0:00,314.1,31Oct1989,91.6,52.2
11/1/2078 0:00,496.8,30Nov1989,150.8,71.2
12/1/2078 0:00,273.4,31Dec1989,130.6,47.5
1/1/2079 0:00,725.3,31Jan1990,132.8,140.3
2/1/2079 0:00,815.6,28Feb1990,141.8,216.4
3/1/2079 0:00,582.1,31Mar1990,115.1,480.8
4/1/2079 0:00,345.7,30Apr1990,112,255.8
5/1/2079 0:00,481.7,31May1990,105.3,94
6/1/2079 0:00,253.2,30Jun1990,0,97.5
7/1/2079 0:00,256.1,31Jul1990,0,10.9
8/1/2079 0:00,167.1,31Aug1990,0,0
9/1/2079 0:00,199.5,30Sep1990,4.7,0
10/1/2079 0:00,100.5,31Oct1990,30.7,0
11/1/2079 0:00,171.7,30Nov1990,57.4,11.3
12/1/2079 0:00,191.8,31Dec1990,43.3,10.8
1/1/2080 0:00,147.2,31Jan1991,48.7,0
2/1/2080 0:00,234.7,28Feb1991,54.1,31.4
3/1/2080 0:00,1329,31Mar1991,35.6,785.7
4/1/2080 0:00,804.2,30Apr1991,130.4,443.9
5/1/2080 0:00,419,31May1991,119.6,287.2
6/1/2080 0:00,175.2,30Jun1991,0,113.4
7/1/2080 0:00,202.6,31Jul1991,0,4.6
8/1/2080 0:00,147.4,31Aug1991,0,0
9/1/2080 0:00,259.9,30Sep1991,4.8,0
10/1/2080 0:00,172.4,31Oct1991,35.2,0
11/1/2080 0:00,225.2,30Nov1991,65.9,11.5
12/1/2080 0:00,351,31Dec1991,49.8,27.5
1/1/2081 0:00,226.1,31Jan1992,54.6,61.4
2/1/2081 0:00,1378,29Feb1992,74.7,701.4
3/1/2081 0:00,772.3,31Mar1992,37.4,602
4/1/2081 0:00,282.6,30Apr1992,128.7,251.7
5/1/2081 0:00,195.8,31May1992,108,34.2
6/1/2081 0:00,232,30Jun1992,0,8.1
7/1/2081 0:00,235,31Jul1992,0,4.7
8/1/2081 0:00,249.2,31Aug1992,0,3.2
9/1/2081 0:00,216.8,30Sep1992,5.2,0
10/1/2081 0:00,301.4,31Oct1992,37.7,0
11/1/2081 0:00,143,30Nov1992,72.5,1.7
12/1/2081 0:00,1005,31Dec1992,70.3,288.3
1/1/2082 0:00,4603,31Jan1993,67.4,2301.3
2/1/2082 0:00,5144,28Feb1993,87.8,2107.8
3/1/2082 0:00,5505,31Mar1993,43.5,2788.5
4/1/2082 0:00,1414,30Apr1993,188.6,1785.5
5/1/2082 0:00,712.6,31May1993,964.7,735
6/1/2082 0:00,714.2,30Jun1993,901.9,286.6
7/1/2082 0:00,431,31Jul1993,475.3,0
8/1/2082 0:00,188.9,31Aug1993,347.8,0
9/1/2082 0:00,274.6,30Sep1993,477.6,0
10/1/2082 0:00,177.4,31Oct1993,153.7,0
11/1/2082 0:00,340.1,30Nov1993,225.9,1.7
12/1/2082 0:00,197.4,31Dec1993,220,68.4
1/1/2083 0:00,331.2,31Jan1994,221.3,68
2/1/2083 0:00,560.1,28Feb1994,247.5,260.6
3/1/2083 0:00,335.7,31Mar1994,211.7,239.4
4/1/2083 0:00,262.2,30Apr1994,51.8,129.2
5/1/2083 0:00,277.5,31May1994,0,110.4
6/1/2083 0:00,133.3,30Jun1994,0,14.4
7/1/2083 0:00,150.3,31Jul1994,0,1.6
8/1/2083 0:00,257.3,31Aug1994,0,3.2
9/1/2083 0:00,293.9,30Sep1994,0.5,0
10/1/2083 0:00,320.6,31Oct1994,125.1,0
11/1/2083 0:00,724.2,30Nov1994,176.1,74.1
12/1/2083 0:00,828.5,31Dec1994,146.4,259.9
1/1/2084 0:00,7603,31Jan1995,94.8,3984.7
2/1/2084 0:00,6656,28Feb1995,96,1133.1
3/1/2084 0:00,8924,31Mar1995,2389.1,4737.1
4/1/2084 0:00,4779,30Apr1995,2608.9,1952.5
5/1/2084 0:00,6441,31May1995,4666,1736.5
6/1/2084 0:00,1197,30Jun1995,1941.6,764.6
7/1/2084 0:00,639.2,31Jul1995,1065.4,239.6
8/1/2084 0:00,487.4,31Aug1995,977.8,73.6
9/1/2084 0:00,738.8,30Sep1995,677,24.4
10/1/2084 0:00,388.3,31Oct1995,96.7,0
11/1/2084 0:00,330.1,30Nov1995,176.2,11.7
12/1/2084 0:00,1395,31Dec1995,224.5,188.6
1/1/2085 0:00,2162,31Jan1996,239,861.1
2/1/2085 0:00,5932,29Feb1996,2368.1,2264.1
3/1/2085 0:00,2543,31Mar1996,1043.8,1674.9
4/1/2085 0:00,2963,30Apr1996,324.4,909
5/1/2085 0:00,2077,31May1996,1628,860.6
6/1/2085 0:00,550.3,30Jun1996,705,290.8
7/1/2085 0:00,507.4,31Jul1996,238.9,117.7
8/1/2085 0:00,473.6,31Aug1996,251.2,58.8
9/1/2085 0:00,272.9,30Sep1996,336.2,28.4
10/1/2085 0:00,487.4,31Oct1996,134.3,0
11/1/2085 0:00,971.6,30Nov1996,467.6,233.5
12/1/2085 0:00,7614,31Dec1996,3063.9,3426
1/1/2086 0:00,12485,31Jan1997,6668.9,7535.9
2/1/2086 0:00,4152,28Feb1997,2224.7,1245.4
3/1/2086 0:00,2913,31Mar1997,397.6,463.8
4/1/2086 0:00,687.2,30Apr1997,351,394.8
5/1/2086 0:00,512.3,31May1997,453,222
6/1/2086 0:00,377.3,30Jun1997,367.6,113.7
7/1/2086 0:00,515.2,31Jul1997,87.9,52.3
8/1/2086 0:00,498.5,31Aug1997,81.2,30.9
9/1/2086 0:00,279.4,30Sep1997,96,6.4
10/1/2086 0:00,421.7,31Oct1997,149.7,24.1
11/1/2086 0:00,999.5,30Nov1997,365.3,74.2
12/1/2086 0:00,753,31Dec1997,221.3,150.7
1/1/2087 0:00,2244,31Jan1998,531.8,1797.5
2/1/2087 0:00,8464,28Feb1998,2767.9,5163.9
3/1/2087 0:00,4653,31Mar1998,1348.6,2578.4
4/1/2087 0:00,1926,30Apr1998,1571.6,1881.5
5/1/2087 0:00,4211,31May1998,2682.1,1415.8
6/1/2087 0:00,2821,30Jun1998,1516.6,1025.3
7/1/2087 0:00,811,31Jul1998,874.8,294.9
8/1/2087 0:00,572.3,31Aug1998,655.9,104.4
9/1/2087 0:00,1676,30Sep1998,935.8,75.4
10/1/2087 0:00,433.2,31Oct1998,117.3,65.6
11/1/2087 0:00,841,30Nov1998,199,111.6
12/1/2087 0:00,638.4,31Dec1998,178.3,216.2
1/1/2088 0:00,2985,31Jan1999,462.8,733.5
2/1/2088 0:00,5483,28Feb1999,2246.9,3612.5
3/1/2088 0:00,2129,31Mar1999,705.3,1399.4
4/1/2088 0:00,1304,30Apr1999,344.8,989.4
5/1/2088 0:00,2101,31May1999,764,685.8
6/1/2088 0:00,485.6,30Jun1999,709.1,265.1
7/1/2088 0:00,490.8,31Jul1999,291.8,74.7
8/1/2088 0:00,459.1,31Aug1999,438.4,45.1
9/1/2088 0:00,726,30Sep1999,471.1,30.6
10/1/2088 0:00,413.5,31Oct1999,157.9,26.9
11/1/2088 0:00,539.5,30Nov1999,242.1,69.9
12/1/2088 0:00,435,31Dec1999,219,66.7
1/1/2089 0:00,1540,31Jan2000,256.2,719.3
2/1/2089 0:00,6578,29Feb2000,1282.6,3326.5
3/1/2089 0:00,2126,31Mar2000,739,1407.9
4/1/2089 0:00,1212,30Apr2000,302.3,598.9
5/1/2089 0:00,811,31May2000,449.8,447.2
6/1/2089 0:00,440.9,30Jun2000,256.3,131.2
7/1/2089 0:00,290.8,31Jul2000,127.5,49.3
8/1/2089 0:00,531.6,31Aug2000,148.3,22.3
9/1/2089 0:00,365.6,30Sep2000,154.9,32.1
10/1/2089 0:00,357.5,31Oct2000,168.2,53.6
11/1/2089 0:00,432.4,30Nov2000,246.3,60.2
12/1/2089 0:00,380.8,31Dec2000,232.2,73.3
1/1/2090 0:00,647.1,31Jan2001,226.5,130.4
2/1/2090 0:00,1071,28Feb2001,252,349.1
3/1/2090 0:00,1055,31Mar2001,212.8,431.3
4/1/2090 0:00,733.2,30Apr2001,109.4,412.2
5/1/2090 0:00,522.3,31May2001,89.7,245.5
6/1/2090 0:00,209.3,30Jun2001,0,41.5
7/1/2090 0:00,215.3,31Jul2001,0,14.4
8/1/2090 0:00,402.7,31Aug2001,0,6.5
9/1/2090 0:00,225.3,30Sep2001,5.1,6.7
10/1/2090 0:00,300.7,31Oct2001,124.7,9.8
11/1/2090 0:00,541.5,30Nov2001,155.4,57.7
12/1/2090 0:00,1372,31Dec2001,171.2,373.1
1/1/2091 0:00,1094,31Jan2002,152.7,568.6
2/1/2091 0:00,1235,28Feb2002,153.7,571.5
3/1/2091 0:00,1368,31Mar2002,113.8,804.8
4/1/2091 0:00,828.9,30Apr2002,133.8,544.1
5/1/2091 0:00,531.4,31May2002,162.1,306.7
6/1/2091 0:00,384.4,30Jun2002,118.3,99.8
7/1/2091 0:00,395.5,31Jul2002,0,22.5
8/1/2091 0:00,374.7,31Aug2002,0,8.2
9/1/2091 0:00,229.9,30Sep2002,5.3,5.1
10/1/2091 0:00,241.4,31Oct2002,90.3,8.4
11/1/2091 0:00,570.3,30Nov2002,157.9,60
12/1/2091 0:00,1555,31Dec2002,200.6,387.1
1/1/2092 0:00,880.9,31Jan2003,165.7,335.7
2/1/2092 0:00,710.6,28Feb2003,168.8,280.9
3/1/2092 0:00,840.7,31Mar2003,130.2,360.8
4/1/2092 0:00,1127,30Apr2003,150.1,1152.9
5/1/2092 0:00,1240,31May2003,179.7,1145.8
6/1/2092 0:00,351.3,30Jun2003,138.9,218.7
7/1/2092 0:00,330.5,31Jul2003,0,38.5
8/1/2092 0:00,313.9,31Aug2003,0,21.8
9/1/2092 0:00,220,30Sep2003,5.4,8.7
10/1/2092 0:00,303.6,,,
11/1/2092 0:00,306.7,,,
12/1/2092 0:00,915.2,,,
1/1/2093 0:00,738.4,,,
2/1/2093 0:00,1893,,,
3/1/2093 0:00,1644,,,
4/1/2093 0:00,444.9,,,
5/1/2093 0:00,336.5,,,
6/1/2093 0:00,211.1,,,
7/1/2093 0:00,335.8,,,
8/1/2093 0:00,337.2,,,
9/1/2093 0:00,581.5,,,
10/1/2093 0:00,398.9,,,
11/1/2093 0:00,811.8,,,
12/1/2093 0:00,942.2,,,
1/1/2094 0:00,1478,,,
2/1/2094 0:00,1771,,,
3/1/2094 0:00,2308,,,
4/1/2094 0:00,1281,,,
5/1/2094 0:00,1535,,,
6/1/2094 0:00,866.4,,,
7/1/2094 0:00,426.4,,,
8/1/2094 0:00,218.2,,,
9/1/2094 0:00,248.2,,,
10/1/2094 0:00,400.7,,,
11/1/2094 0:00,540.9,,,
12/1/2094 0:00,4154,,,
1/1/2095 0:00,4895,,,
2/1/2095 0:00,3118,,,
3/1/2095 0:00,2552,,,
4/1/2095 0:00,7296,,,
5/1/2095 0:00,3926,,,
6/1/2095 0:00,532.2,,,
7/1/2095 0:00,571.7,,,
8/1/2095 0:00,531.3,,,
9/1/2095 0:00,265.2,,,
10/1/2095 0:00,285.2,,,
11/1/2095 0:00,352.7,,,
12/1/2095 0:00,411.3,,,
1/1/2096 0:00,375.8,,,
2/1/2096 0:00,1093,,,
3/1/2096 0:00,877.7,,,
4/1/2096 0:00,498.6,,,
5/1/2096 0:00,330.7,,,
6/1/2096 0:00,422.2,,,
7/1/2096 0:00,305.4,,,
8/1/2096 0:00,307.8,,,
9/1/2096 0:00,251.7,,,
10/1/2096 0:00,192.1,,,
11/1/2096 0:00,196.6,,,
12/1/2096 0:00,402.6,,,
1/1/2097 0:00,1380,,,
2/1/2097 0:00,1315,,,
3/1/2097 0:00,736.9,,,
4/1/2097 0:00,274.3,,,
5/1/2097 0:00,244.9,,,
6/1/2097 0:00,182.5,,,
7/1/2097 0:00,261.4,,,
8/1/2097 0:00,274.6,,,
9/1/2097 0:00,241.9,,,
10/1/2097 0:00,171.2,,,
11/1/2097 0:00,413.1,,,
12/1/2097 0:00,243.7,,,
1/1/2098 0:00,330,,,
2/1/2098 0:00,1008,,,
3/1/2098 0:00,1221,,,
4/1/2098 0:00,478.1,,,
5/1/2098 0:00,393,,,
6/1/2098 0:00,352.3,,,
7/1/2098 0:00,153,,,
8/1/2098 0:00,313.7,,,
9/1/2098 0:00,163.7,,,
10/1/2098 0:00,656.5,,,
11/1/2098 0:00,224.6,,,
12/1/2098 0:00,333.9,,,
1/1/2099 0:00,1157,,,
2/1/2099 0:00,778.8,,,
3/1/2099 0:00,936,,,
4/1/2099 0:00,1016,,,
5/1/2099 0:00,879.6,,,
6/1/2099 0:00,556.8,,,
7/1/2099 0:00,301.5,,,
8/1/2099 0:00,283.4,,,
9/1/2099 0:00,409.4,,,
9/30/2099 0:00,403.3,,,
