A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
144,30Sep1932,0,13623,13523,0.0,5000,13523,0,0,0.0,1402,95.9,94.7,30,30.0,0.0,0.00,0.0,0.0,21,20.7,0.0,0.0,0.0,0.0,94.7,94.7,0.00,0.0,0.00,86.65,86.65,0.0,36.97,36.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,37.4,0.0,0.0,2.0,95.9,100,0,350,0,796,773.33,6410,6369,6352,5286,5286,5286,5286,0.00,0.00,0.0,5755,5717,5498,4486,2741.4,4122.0,21.170,32.58,184.1,339.5,1231.7,1231.7,0.00,1627.8,831.4,16.416,34.052,2873.9,2873.9,0.000,380.65,654.3,360.7,370.0,1506.9,1136.9,88.71,0.0,52.097,726.3,0.000,600.5,52.10,7061,753.3,479,1025.3,1096.4,11.2,11.2,150.7,1059.2,150.0,0.0,281,2628,2271,2271,500.6,2304.9,448.19,1057.6,149.15,648.2,597.34,1505.8,1705.8,1.7814,797.3,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,150.0,3420,177.0,13416,8046,5370,8079,125.91,7662,7662,5801,5801,5801,5801,3551,3551,0,0,0.00,0.0,0.00,0.00,0.0,-7294,-3574,-7294,-7294,819,-7787,307.2,6270,6440,1266,5175,5404,-1720,6394,695.9,1344,763,763,5581.6,132,203.47,0.0,203.47,98.05,0.00,0.00,0.0,0.0000,98.05,0.0,0.0,0.0,0.0,98.05,0.0,0.0,0.0,0.0
145,31Oct1932,0,6945,6845,0.0,6307,6778,0,0,0.0,1038,62.3,61.6,0,0.0,0.0,0.00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,61.6,61.6,0.00,0.0,0.00,58.42,58.42,0.0,35.78,17.890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,15.1,41.3,41.3,41.8,0.0,53,0,350,0,550,800.00,1595,1572,1566,900,900,900,900,0.00,0.00,0.0,1345,1295,1221,666,1142.2,1408.0,0.000,15.76,62.5,334.1,418.1,418.1,0.00,552.6,279.7,14.188,14.188,975.6,975.6,0.000,129.13,5.8,334.1,339.7,725.6,385.9,81.71,0.0,95.954,260.0,0.000,203.8,95.95,1387,576.6,451,911.2,672.5,9.1,9.1,44.9,806.8,50.0,0.0,105,1801,1687,1687,363.8,1475.4,433.73,555.6,144.34,340.5,578.07,989.3,896.1,1.2035,484.9,127.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,3684,96.1,6683,3459,3224,3535,87.23,3219,3219,2250,2250,2250,2250,0,0,0,0,0.00,0.0,0.00,0.00,0.0,-5463,-5081,-5525,-5463,646,-5849,117.7,5010,5185,1949,3236,3423,-906,5203,453.5,2013,562,562,2662.0,40,66.98,0.0,66.98,187.73,0.00,0.00,0.0,0.0000,187.73,0.0,0.0,0.0,0.0,187.73,0.0,0.0,0.0,0.0
146,30Nov1932,0,6976,6876,0.0,6703,6835,0,0,0.0,916,17.3,17.1,30,28.0,2.0,0.00,0.0,0.0,20,20.4,0.0,0.0,0.0,0.0,17.1,17.1,0.00,0.0,0.00,16.81,16.81,0.0,8.40,8.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,0.0,19.6,0.0,0.0,0.0,19.2,0,0,467,0,281,800.00,2612,2597,2597,1265,1265,1265,1265,0.00,0.00,0.0,2055,2064,2061,879,40.0,65.5,0.000,0.00,2.4,13.7,16.1,16.1,0.00,23.0,5.6,11.757,2.993,37.6,37.6,0.000,5.99,0.0,13.7,13.7,28.5,14.8,57.72,38.3,67.222,25.5,0.000,10.1,67.22,900,512.5,790,552.3,460.9,10.0,10.0,10.0,598.3,100.0,0.0,477,2193,2000,2000,271.4,756.5,448.19,97.9,149.15,60.0,597.34,546.1,158.0,1.1764,209.2,282.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3194,60.5,6758,3929,2829,3992,72.35,3773,3773,2625,2625,2625,2625,0,0,0,0,0.00,0.0,0.00,0.00,0.0,-5390,-5329,-5428,-5390,590,-5678,58.3,4772,4772,1816,2956,3094,-1062,4918,444.1,1847,510,510,3315.4,40,156.19,0.0,156.19,53.79,0.00,0.00,0.0,0.0000,53.79,0.0,0.0,0.0,0.0,53.79,0.0,0.0,0.0,0.0
147,31Dec1932,0,9660,9660,0.0,9640,9660,0,0,0.0,592,0.0,0.0,24,24.4,0.0,0.00,0.0,0.0,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.0,0.00,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,49.2,146.7,133.2,133.2,133.2,229.7,0,0,350,0,270,800.00,1283,1272,1272,900,900,900,900,0.00,0.00,0.0,1682,1725,1725,1783,86.8,98.2,0.000,0.00,0.0,86.8,86.8,0.0,86.81,0.0,0.0,11.378,0.000,0.0,0.0,0.000,0.00,0.0,86.8,86.8,86.8,0.0,17.58,90.6,19.516,11.4,0.000,0.0,19.52,1815,484.7,782,601.8,442.2,9.8,9.8,9.8,629.4,100.0,0.0,662,1933,1869,1869,242.2,579.0,433.73,0.0,144.34,0.0,578.07,433.7,0.0,0.9108,144.3,245.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3251,5.0,9606,6431,3174,6513,126.11,6333,6333,8311,8311,8311,8311,5686,5686,0,0,0.00,0.0,0.00,0.00,0.0,-1893,-1893,-1893,-1893,948,-1987,39.1,4145,4258,937,3321,3441,1967,4808,285.2,976,1026,1026,1441.4,30,191.30,0.0,191.30,0.75,0.00,0.00,0.0,0.1138,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
148,31Jan1933,0,14464,14464,0.0,13926,14470,0,0,0.0,791,0.0,0.0,24,24.5,0.0,0.00,0.0,0.0,17,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.0,0.00,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,241.8,286.1,610.3,610.3,610.3,654.1,0,0,350,0,261,800.00,560,557,557,900,900,900,900,0.00,0.00,0.0,1828,1887,1887,2331,6.5,10.3,0.000,0.00,0.0,6.5,6.5,0.0,6.51,0.0,0.0,3.744,0.000,0.0,0.0,0.000,0.00,0.0,6.5,6.5,6.5,0.0,4.08,138.6,14.637,3.7,0.000,0.0,14.64,2336,483.0,1256,16.6,52.5,10.9,9.3,9.3,0.0,100.0,0.0,289,1635,1581,1581,242.2,579.0,433.73,0.0,144.34,0.0,578.07,433.7,0.0,0.9108,144.3,213.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,3251,5.0,14580,11559,3021,12011,92.42,12387,12387,11919,7412,11963,7441,8544,0,5876,2668,0.00,0.0,0.00,0.00,0.0,-5000,-9100,-9100,-9120,1592,-5411,102.3,4977,4693,1144,3549,3351,-617,5975,593.9,1035,1079,1079,3296.0,30,183.06,0.0,183.06,3.89,0.00,0.00,0.0,0.7644,3.89,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0
149,28Feb1933,0,14641,14625,0.0,14208,14615,0,0,0.0,921,0.0,0.0,30,29.5,0.0,0.00,0.0,0.0,29,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.0,0.00,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,113.4,281.7,429.5,429.5,435.7,578.6,0,0,350,0,301,800.00,116,107,107,900,900,900,900,0.00,0.00,0.0,1698,1783,1783,4009,7.2,16.5,0.000,0.00,0.0,7.2,7.2,0.0,7.20,0.0,0.0,9.300,0.000,0.0,0.0,0.000,0.00,0.0,7.2,7.2,7.2,0.0,10.15,121.6,16.205,9.3,0.000,0.0,16.21,4020,500.6,1059,208.5,559.8,13.6,10.0,10.0,14.7,100.0,0.0,362,1376,1271,1271,268.2,641.0,480.20,0.0,159.80,0.0,640.00,480.2,0.0,1.0083,159.8,230.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,3251,5.0,14561,11543,3018,11558,102.38,11515,11515,10126,8955,10185,8982,7126,0,5162,1964,0.00,0.0,0.00,0.00,0.0,-5000,-6075,-6075,-6096,1610,-5597,90.9,4461,4465,1079,3386,3380,-1342,5268,597.4,1076,1115,1115,3305.1,30,0.00,0.0,0.00,0.00,0.00,0.00,0.0,0.9003,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
150,31Mar1933,0,14029,14029,0.0,13886,14090,0,0,0.0,1487,35.3,34.9,15,14.9,0.0,0.00,0.0,0.0,14,14.1,0.0,0.0,0.0,0.0,34.9,34.9,0.00,0.0,0.00,26.58,26.58,0.0,8.13,8.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016,190.6,209.9,487.6,487.6,487.6,511.5,0,0,1016,0,625,800.00,3940,3910,3910,4675,4679,4678,4679,0.00,0.00,0.0,5597,5710,5710,724,47.5,83.4,0.000,0.00,3.5,18.0,21.5,21.5,0.00,17.6,8.2,11.823,17.735,50.1,50.1,0.000,6.57,0.0,18.0,18.0,35.8,17.8,12.90,355.6,14.637,35.9,0.000,5.7,14.64,750,266.7,1253,375.0,31.2,41.4,31.7,31.7,16.4,100.0,0.0,1028,1385,1303,1303,259.4,579.2,433.73,0.0,144.34,0.0,578.07,433.7,0.0,1.1384,144.3,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,100.0,3117,5.0,14055,11104,2952,11113,108.83,11053,11053,13810,10596,13819,10642,10810,0,1209,9602,0.00,0.0,0.00,0.00,0.0,-1388,-4260,-4260,-4283,1483,-1648,5.0,4616,4662,1248,3415,3457,2787,5658,260.6,1262,1280,1280,1435.3,30,0.00,0.0,0.00,0.00,0.00,0.00,0.0,0.2114,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
151,30Apr1933,0,10174,10074,0.0,10074,10058,0,0,0.0,2120,151.5,149.2,49,49.2,0.0,0.00,0.0,0.0,40,40.0,0.0,0.0,0.0,0.0,149.2,149.2,0.00,0.0,0.00,102.86,102.86,0.0,8.40,26.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247,0.0,491.3,596.2,596.2,596.2,1439.4,100,0,1247,0,1563,700.00,3148,3129,3102,834,834,834,834,0.00,0.00,0.0,1677,1809,1443,1542,3953.9,6258.8,0.000,326.25,308.2,373.6,1874.0,1874.0,0.00,2722.2,1006.4,12.218,6.109,4372.6,4372.6,0.000,637.94,866.0,373.6,373.6,2273.3,1899.7,13.33,0.0,15.125,1439.0,0.000,1007.3,15.12,2767,449.7,843,54.7,198.6,19.2,15.8,110.0,173.6,100.0,0.0,1617,1383,1242,1242,889.2,3255.6,448.19,1647.3,149.15,1009.6,597.34,2095.5,2657.0,1.3444,1158.8,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,100.0,3402,5.0,9960,7547,2413,7637,112.72,7257,7257,9091,7893,9107,7893,6091,0,1198,4893,0.00,0.0,0.00,0.00,0.0,-1150,-2257,-2257,-2257,1148,-1399,120.1,3589,3945,1295,2650,2894,1958,4256,248.5,1388,1393,1393,824.3,157,0.00,0.0,0.00,0.00,0.00,0.00,0.0,0.0000,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
152,31May1933,0,9012,8912,0.0,8912,8898,0,0,0.0,845,197.8,195.1,30,30.0,0.0,0.00,0.0,0.0,24,23.6,0.0,0.0,0.0,0.0,195.1,195.1,0.00,0.0,0.00,156.49,156.49,0.0,35.78,52.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,352.5,142.6,142.6,142.6,413.9,100,0,350,0,1611,700.00,3974,3954,3934,2447,2447,2447,2447,0.00,0.00,0.0,3065,3122,2852,2123,3730.2,4612.2,29.038,56.94,226.9,1066.9,1379.8,1379.8,0.00,2004.3,739.2,12.944,6.472,3219.5,3219.5,0.000,469.53,0.0,1095.9,1095.9,2494.6,1398.7,34.13,272.8,35.780,882.0,0.000,741.6,35.78,2800,701.5,618,358.6,790.5,3.3,0.0,320.4,754.3,156.5,0.0,1660,1385,1260,1260,742.6,2954.0,433.73,1472.2,144.34,902.3,578.07,1905.9,2374.5,1.4637,1046.6,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,156.5,156.5,3945,5.0,8769,6513,2256,6559,122.43,6117,6117,7543,6181,7558,6181,4543,0,1199,3344,0.00,0.0,0.00,0.00,0.0,-1150,-2360,-2404,-2404,840,-1370,230.5,3201,3557,968,2589,2824,1547,3538,219.4,1054,1096,1096,995.5,139,0.00,0.0,0.00,0.00,0.00,0.00,0.0,0.0000,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
153,30Jun1933,0,7801,7701,0.0,7701,7781,0,0,0.0,3265,283.9,279.9,30,30.0,0.0,0.00,0.0,0.0,21,20.8,0.0,0.0,0.0,0.0,279.9,279.9,0.00,0.0,0.00,227.58,227.58,0.0,92.43,53.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,482.7,171.6,171.6,171.6,745.4,100,0,350,0,1898,700.00,3035,3009,2981,750,750,750,750,0.00,0.00,0.0,844,882,513,616,4679.2,6310.0,44.336,168.93,310.5,1031.8,1888.1,1888.1,0.00,2742.7,1003.8,16.279,16.279,4405.6,4405.6,0.000,642.81,332.5,1076.2,1082.0,2996.0,1914.0,49.85,8.2,52.097,1298.3,0.000,1014.9,52.10,1236,762.7,0,732.3,1178.4,0.0,0.0,344.5,1136.9,85.0,0.0,1205,1431,1248,1248,780.1,4099.7,448.19,2170.4,149.15,1330.2,597.34,2618.6,3500.6,1.7310,1479.4,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,85.0,85.0,5100,5.0,7524,4218,3306,4238,148.49,3288,3288,4388,3000,4308,3000,1388,0,645,642,0.00,0.0,99.98,99.98,0.0,-1150,-2360,-2431,-2431,-359,-1290,180.1,2970,3700,635,3065,3609,1353,2145,140.0,827,551,551,300.0,174,0.00,0.0,0.00,0.00,0.00,0.00,0.0,0.0000,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
154,31Jul1933,0,9469,9469,0.0,5000,10032,0,0,0.0,1897,356.5,351.9,0,0.0,0.0,0.00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,351.9,351.9,0.00,0.0,0.00,296.09,296.09,0.0,143.12,61.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,430.8,88.9,88.9,109.8,478.0,100,0,350,0,1943,700.00,3566,3521,3494,1295,1295,1295,1295,0.00,0.00,0.0,1526,1547,1187,390,4592.9,6158.2,39.999,52.00,302.7,1053.4,1840.9,1840.9,0.00,2674.0,953.1,21.960,41.376,4295.3,4295.3,0.000,626.79,392.8,1093.4,1111.4,2977.5,1866.1,34.13,0.0,35.780,1172.5,0.000,989.6,35.78,999,776.6,0,1113.8,1327.4,0.0,0.0,367.5,1278.9,85.0,0.0,268,1432,1250,1250,739.0,4071.8,433.73,2164.9,144.34,1326.9,578.07,2598.6,3491.8,2.0004,1471.2,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,85.0,85.0,8398,179.5,9758,5554,4204,5545,56.91,4414,4414,3000,3000,3000,3000,0,0,0,0,0.00,0.0,0.00,0.00,0.0,-4029,-2208,-3508,-3508,-1130,-4197,308.5,3611,3969,454,3515,4246,-1126,1773,368.4,687,451,451,1262.1,159,200.00,0.0,200.00,-200.00,200.00,200.00,0.0,0.0000,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
155,31Aug1933,0,6989,6989,0.0,5000,7016,0,0,0.0,1752,470.1,464.6,0,0.0,0.0,0.00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,464.6,464.6,0.00,0.0,0.00,421.18,421.18,0.0,284.61,61.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,309.1,5.1,5.1,19.9,265.0,100,0,350,0,1594,700.00,2584,2532,2512,997,1007,1007,1007,0.00,0.00,0.0,1084,1089,817,313,3664.7,4658.7,48.140,51.91,228.8,984.2,1391.0,1391.0,0.00,2020.6,703.8,21.960,47.848,3245.7,3245.7,0.000,473.43,77.9,1032.4,1050.4,2460.5,1410.0,38.83,9.2,31.439,916.0,9.219,747.8,40.66,776,752.2,69,1311.0,1354.2,3.3,3.3,346.4,1310.1,85.0,0.0,291,1432,1253,1253,652.7,3452.1,433.73,1780.7,144.34,1091.4,578.07,2214.4,2872.1,1.8866,1235.7,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,85.0,85.0,5740,5.0,6863,3581,3282,3550,85.50,2848,2848,3688,3697,3697,3697,1438,1438,0,0,0.00,0.0,0.00,0.00,0.0,-1969,-1616,-1936,-1936,-428,-1850,354.4,3278,3495,590,2906,3315,1062,2603,201.6,731,483,483,452.5,119,320.00,0.0,320.00,-34.03,34.03,34.03,0.0,0.0000,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
156,30Sep1933,0,6341,6241,0.0,5000,6196,0,0,0.0,1704,128.9,126.8,30,30.0,0.0,0.00,0.0,0.0,21,20.7,0.0,0.0,0.0,0.0,126.8,126.8,0.00,0.0,0.00,105.91,105.91,0.0,36.97,36.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,37.4,0.0,0.0,2.0,53.9,100,0,350,0,737,773.33,997,950,942,773,773,773,773,0.00,0.00,0.0,963,967,864,631,1339.7,1777.6,18.702,0.00,86.8,339.5,527.9,527.9,0.00,766.7,247.3,18.034,38.097,1231.7,1231.7,0.000,179.65,82.9,358.2,367.5,902.6,535.1,100.92,0.0,87.404,355.0,16.790,283.7,104.19,895,512.0,199,1587.3,1218.5,0.0,0.0,122.9,1179.3,150.0,0.0,209,1430,1294,1294,535.9,2278.0,448.19,1040.9,149.15,638.0,597.34,1489.1,1678.9,1.7814,787.1,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,150.0,3168,46.3,6102,3063,3039,3130,92.30,2732,2732,2250,2250,2250,2250,0,0,0,0,0.00,0.0,0.00,0.00,0.0,-3638,-3584,-3680,-3638,389,-3839,43.0,3651,3792,933,2859,3073,-352,3675,364.2,1008,578,578,1201.1,37,163.55,0.0,163.55,137.97,0.00,0.00,0.0,0.0000,137.97,0.0,0.0,0.0,0.0,137.97,0.0,0.0,0.0,0.0
157,31Oct1933,0,6139,6039,0.0,6000,6039,0,0,0.0,720,67.7,67.0,5,4.8,0.0,0.00,0.0,0.0,4,3.5,0.0,0.0,0.0,0.0,67.0,67.0,0.00,0.0,0.00,61.40,61.40,0.0,35.78,17.890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0.0,10.9,28.7,28.7,29.0,0.0,37,0,350,0,455,800.00,443,417,415,900,900,900,900,0.00,0.00,0.0,1496,1523,1496,917,593.7,702.0,0.000,0.00,23.2,334.1,357.3,141.0,216.26,204.9,60.2,15.754,15.754,329.0,329.0,0.000,48.14,0.0,334.1,339.7,482.7,143.0,92.96,45.0,48.790,108.3,0.000,75.8,48.79,1071,368.6,602,889.5,7.0,10.7,10.7,46.4,139.3,150.0,0.0,215,928,841,841,299.0,989.1,433.73,254.1,144.34,155.7,578.07,687.8,409.8,1.2035,300.1,86.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,150.0,4053,0.0,5951,2960,2991,2923,162.61,2664,2664,3293,3293,3293,3293,1043,1043,0,0,0.00,0.0,0.00,0.00,0.0,-3548,-3548,-3548,-3548,257,-3634,5.0,4544,4553,1592,2961,3111,695,4500,300.8,1649,448,448,1090.5,30,215.48,0.0,215.48,39.23,0.00,0.00,0.0,0.0163,39.23,0.0,0.0,0.0,0.0,39.23,0.0,0.0,0.0,0.0
158,30Nov1933,0,6623,6523,0.0,6453,6479,0,0,0.0,501,18.4,18.2,30,28.0,2.0,0.00,0.0,0.0,20,20.4,0.0,0.0,0.0,0.0,18.2,18.2,0.00,0.0,0.00,17.05,17.05,0.0,8.40,8.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,16.9,33.1,0.0,0.0,0.1,11.5,4,0,467,0,282,800.00,237,220,220,900,900,900,900,0.00,0.00,0.0,1703,1750,1742,1452,241.3,281.6,0.000,0.00,5.8,180.1,185.9,35.3,150.62,51.9,13.5,13.375,3.405,82.3,82.3,0.000,13.52,0.0,180.1,180.1,214.5,34.4,65.66,51.8,33.611,40.3,0.000,21.9,33.61,1478,319.3,803,1275.8,782.8,11.4,11.4,11.4,914.6,150.0,0.0,690,931,820,820,295.2,922.9,448.19,201.1,149.15,123.3,597.34,649.3,324.3,1.1764,272.4,32.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,150.0,150.0,3369,0.0,6402,3664,2738,3701,72.35,3472,3472,2625,2625,2625,2625,0,0,0,0,0.00,0.0,0.00,0.00,0.0,-4785,-4731,-4826,-4785,399,-4968,8.0,4400,4400,1594,2807,2944,-777,4407,392.6,1595,431,431,2232.6,43,209.97,0.0,209.97,0.00,0.00,0.00,0.0,0.0000,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
159,31Dec1933,0,14296,14296,0.0,14070,14314,0,0,0.0,935,0.0,0.0,24,24.4,0.0,0.00,0.0,0.0,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.0,0.00,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,424.2,498.0,1068.3,1068.3,1068.3,1041.0,100,0,350,0,269,800.00,1863,1850,1850,2634,2634,2634,2653,0.00,0.00,0.0,3720,3787,3787,887,0.0,12.9,0.000,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,12.944,0.000,0.0,0.0,0.000,0.00,0.0,0.0,0.0,0.0,0.0,20.00,295.4,9.758,12.9,0.000,0.0,9.76,900,299.2,1086,1244.8,761.8,14.3,9.4,9.4,943.5,150.0,0.0,1228,933,927,927,242.2,579.0,433.73,0.0,144.34,0.0,578.07,433.7,0.0,0.9108,144.3,86.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,150.0,150.0,3188,5.0,14308,10979,3329,11657,126.11,11555,11555,11870,9879,11931,9909,9245,6069,620,2555,0.00,0.0,0.00,0.00,0.0,-4008,-5805,-5805,-5850,1194,-4308,195.5,4704,4742,979,3763,3839,204,5406,491.5,972,1022,1022,3098.2,30,192.05,0.0,192.05,0.00,0.00,0.00,0.0,0.3253,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
160,31Jan1934,0,17790,17555,0.0,17084,17618,0,0,0.0,1009,0.0,0.0,24,24.5,0.0,0.00,0.0,0.0,17,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.0,0.00,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,445.4,478.9,1057.9,1057.9,1057.9,1090.8,0,0,350,0,261,800.00,103,99,99,900,900,900,900,0.00,0.00,0.0,2070,2160,2160,5726,6.5,10.2,0.000,0.00,0.0,6.5,6.5,0.0,6.51,0.0,0.0,3.673,0.000,0.0,0.0,0.000,0.00,0.0,6.5,6.5,6.5,0.0,4.01,363.8,8.132,3.7,0.000,0.0,8.13,5730,297.6,1298,16.2,52.4,13.7,8.8,8.8,0.0,150.0,0.0,1327,785,687,687,242.2,579.0,433.73,0.0,144.34,0.0,578.07,433.7,0.0,0.9108,144.3,29.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,150.0,3051,43.3,17617,14196,3420,14881,92.42,14963,14963,14705,9104,14749,9224,10205,0,4951,5254,0.00,0.0,0.00,0.00,0.0,-5000,-10033,-10033,-10033,1431,-5403,5.0,5319,5231,1028,4203,4072,-271,6160,589.9,990,1038,1038,3215.6,30,186.95,0.0,186.95,0.00,0.00,0.00,0.0,0.4554,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
